Sample1	Sample2	GSE70138-Knockdown_120h
EKW001_PC3_120H:TRCN0000218044:2	EKW001_PC3_120H:TRCN0000229991:2	0.1132
EKW001_PC3_120H:TRCN0000218044:2	EKW001_PC3_120H:TRCN0000219995:2	0.1354
EKW001_PC3_120H:TRCN0000229991:2	EKW001_PC3_120H:TRCN0000219995:2	0.1033
EKW001_SHSY5Y_120H:TRCN0000218044:2	EKW001_SHSY5Y_120H:TRCN0000219995:2	0.0721
EKW001_SHSY5Y_120H:TRCN0000218044:2	EKW001_SHSY5Y_120H:TRCN0000229991:2	-0.2563
EKW001_SHSY5Y_120H:TRCN0000219995:2	EKW001_SHSY5Y_120H:TRCN0000229991:2	0.2557
EKW001_PC3_120H:TRCN0000148191:2	EKW001_PC3_120H:TRCN0000147425:2	0.202
EKW001_PC3_120H:TRCN0000148191:2	EKW001_PC3_120H:TRCN0000147281:2	0.0687
EKW001_PC3_120H:TRCN0000147425:2	EKW001_PC3_120H:TRCN0000147281:2	0.1623
EKW001_SHSY5Y_120H:TRCN0000148191:2	EKW001_SHSY5Y_120H:TRCN0000147425:2	0.1615
EKW001_SHSY5Y_120H:TRCN0000148191:2	EKW001_SHSY5Y_120H:TRCN0000147281:2	0.0426
EKW001_SHSY5Y_120H:TRCN0000147425:2	EKW001_SHSY5Y_120H:TRCN0000147281:2	0.0772
EKW001_PC3_120H:TRCN0000053856:2	EKW001_PC3_120H:TRCN0000053855:2	0.1449
EKW001_PC3_120H:TRCN0000053856:2	EKW001_PC3_120H:TRCN0000053854:2	0.1516
EKW001_PC3_120H:TRCN0000053855:2	EKW001_PC3_120H:TRCN0000053854:2	0.2031
EKW001_SHSY5Y_120H:TRCN0000053855:2	EKW001_SHSY5Y_120H:TRCN0000053854:2	0.0712
EKW001_SHSY5Y_120H:TRCN0000053855:2	EKW001_SHSY5Y_120H:TRCN0000053856:2	0.0388
EKW001_SHSY5Y_120H:TRCN0000053854:2	EKW001_SHSY5Y_120H:TRCN0000053856:2	-0.0422
EKW001_PC3_120H:TRCN0000276307:2	EKW001_PC3_120H:TRCN0000016038:2	0.0434
EKW001_PC3_120H:TRCN0000276307:2	EKW001_PC3_120H:TRCN0000016041:2	0.0706
EKW001_PC3_120H:TRCN0000016038:2	EKW001_PC3_120H:TRCN0000016041:2	0.1368
EKW001_SHSY5Y_120H:TRCN0000016038:2	EKW001_SHSY5Y_120H:TRCN0000276307:2	0.0375
EKW001_PC3_120H:TRCN0000274161:2	EKW001_PC3_120H:TRCN0000274163:2	0.0579
EKW001_PC3_120H:TRCN0000274161:2	EKW001_PC3_120H:TRCN0000274214:2	0.0919
EKW001_PC3_120H:TRCN0000274163:2	EKW001_PC3_120H:TRCN0000274214:2	0.1637
EKW001_SHSY5Y_120H:TRCN0000274214:2	EKW001_SHSY5Y_120H:TRCN0000274163:2	0.0392
EKW001_SHSY5Y_120H:TRCN0000274214:2	EKW001_SHSY5Y_120H:TRCN0000274161:2	-0.0821
EKW001_SHSY5Y_120H:TRCN0000274163:2	EKW001_SHSY5Y_120H:TRCN0000274161:2	0.2312
EKW001_PC3_120H:TRCN0000281336:2	EKW001_PC3_120H:TRCN0000021678:2	0.164
EKW001_PC3_120H:TRCN0000281336:2	EKW001_PC3_120H:TRCN0000281257:2	0.0423
EKW001_PC3_120H:TRCN0000021678:2	EKW001_PC3_120H:TRCN0000281257:2	0.0157
EKW001_SHSY5Y_120H:TRCN0000021678:2	EKW001_SHSY5Y_120H:TRCN0000281257:2	-0.0828
EKW001_SHSY5Y_120H:TRCN0000021678:2	EKW001_SHSY5Y_120H:TRCN0000281336:2	0.0675
EKW001_SHSY5Y_120H:TRCN0000281257:2	EKW001_SHSY5Y_120H:TRCN0000281336:2	0.086
EKW001_PC3_120H:TRCN0000232678:2	EKW001_PC3_120H:TRCN0000232677:2	0.0275
EKW001_PC3_120H:TRCN0000232678:2	EKW001_PC3_120H:TRCN0000232679:2	0.0454
EKW001_PC3_120H:TRCN0000232677:2	EKW001_PC3_120H:TRCN0000232679:2	-0.0105
EKW001_SHSY5Y_120H:TRCN0000232678:2	EKW001_SHSY5Y_120H:TRCN0000232679:2	-0.0999
EKW001_SHSY5Y_120H:TRCN0000232678:2	EKW001_SHSY5Y_120H:TRCN0000232677:2	-0.1408
EKW001_SHSY5Y_120H:TRCN0000232679:2	EKW001_SHSY5Y_120H:TRCN0000232677:2	0.0756
EKW001_PC3_120H:TRCN0000262848:2	EKW001_PC3_120H:TRCN0000174115:2	0.0981
EKW001_PC3_120H:TRCN0000262848:2	EKW001_PC3_120H:TRCN0000262847:2	0.062
EKW001_PC3_120H:TRCN0000174115:2	EKW001_PC3_120H:TRCN0000262847:2	-0.04
EKW001_SHSY5Y_120H:TRCN0000262847:2	EKW001_SHSY5Y_120H:TRCN0000262848:2	0.2572
EKW001_PC3_120H:TRCN0000037518:2	EKW001_PC3_120H:TRCN0000037516:2	0.1213
EKW001_PC3_120H:TRCN0000037518:2	EKW001_PC3_120H:TRCN0000037517:2	0.0926
EKW001_PC3_120H:TRCN0000037516:2	EKW001_PC3_120H:TRCN0000037517:2	0.0405
EKW001_SHSY5Y_120H:TRCN0000037517:2	EKW001_SHSY5Y_120H:TRCN0000037518:2	-0.173
EKW001_PC3_120H:TRCN0000342335:2	EKW001_PC3_120H:TRCN0000342334:2	0.1635
EKW001_PC3_120H:TRCN0000342335:2	EKW001_PC3_120H:TRCN0000342259:2	0.0847
EKW001_PC3_120H:TRCN0000342334:2	EKW001_PC3_120H:TRCN0000342259:2	0.0374
EKW001_SHSY5Y_120H:TRCN0000342335:2	EKW001_SHSY5Y_120H:TRCN0000342334:2	-0.0996
EKW001_SHSY5Y_120H:TRCN0000342335:2	EKW001_SHSY5Y_120H:TRCN0000342259:2	0.0953
EKW001_SHSY5Y_120H:TRCN0000342334:2	EKW001_SHSY5Y_120H:TRCN0000342259:2	0.0087
EKW001_PC3_120H:TRCN0000373888:2	EKW001_PC3_120H:TRCN0000033311:2	0.0647
EKW001_PC3_120H:TRCN0000373888:2	EKW001_PC3_120H:TRCN0000033309:2	0.0494
EKW001_PC3_120H:TRCN0000033311:2	EKW001_PC3_120H:TRCN0000033309:2	-0.0224
EKW001_SHSY5Y_120H:TRCN0000033311:2	EKW001_SHSY5Y_120H:TRCN0000373888:2	-0.094
EKW001_SHSY5Y_120H:TRCN0000033311:2	EKW001_SHSY5Y_120H:TRCN0000033309:2	0.2305
EKW001_SHSY5Y_120H:TRCN0000373888:2	EKW001_SHSY5Y_120H:TRCN0000033309:2	0.0361
EKW001_PC3_120H:TRCN0000007950:2	EKW001_PC3_120H:TRCN0000315307:2	0.0911
EKW001_PC3_120H:TRCN0000007950:2	EKW001_PC3_120H:TRCN0000315309:2	0.0413
EKW001_PC3_120H:TRCN0000315307:2	EKW001_PC3_120H:TRCN0000315309:2	0.1114
EKW001_SHSY5Y_120H:TRCN0000315307:2	EKW001_SHSY5Y_120H:TRCN0000315309:2	0.0975
EKW001_PC3_120H:TRCN0000019898:2	EKW001_PC3_120H:TRCN0000297380:2	0.2367
EKW001_PC3_120H:TRCN0000019898:2	EKW001_PC3_120H:TRCN0000019895:2	-0.0597
EKW001_PC3_120H:TRCN0000297380:2	EKW001_PC3_120H:TRCN0000019895:2	0.0138
EKW001_SHSY5Y_120H:TRCN0000297380:2	EKW001_SHSY5Y_120H:TRCN0000019895:2	-0.0334
EKW001_SHSY5Y_120H:TRCN0000297380:2	EKW001_SHSY5Y_120H:TRCN0000019898:2	0.1324
EKW001_SHSY5Y_120H:TRCN0000019895:2	EKW001_SHSY5Y_120H:TRCN0000019898:2	0.177
