Sample1	Sample2	Jaccard	Pearson	Spearman	Cosine_diffshRNA
TA.KD009_A549_96H:TRCN0000000955:1	CGS001_A549_96H:ROS1:1	0.5603	0.1851	0.1843	0.1856
TA.KD009_A549_96H:TRCN0000195046:1	TA.KD009_A549_96H:TRCN0000000954:1	0.4877	-0.0317	-0.0511	-0.0282
TA.KD009_A549_96H:TRCN0000195046:1	CGS001_A549_96H:ROS1:1	0.5869	0.2848	0.2509	0.2858
TA.KD009_A549_96H:TRCN0000000954:1	CGS001_A549_96H:ROS1:1	0.5297	0.09	0.068	0.0917
TA.KD007_HT29_96H:TRCN0000220588:4	TA.KD007_HT29_96H:TRCN0000220586:4	0.5	0.1104	0.055	0.1104
TA.KD007_HT29_96H:TRCN0000220588:4	TA.KD007_HT29_96H:TRCN0000220587:4	0.546	0.114	0.0982	0.114
TA.KD007_HT29_96H:TRCN0000220588:4	TA.KD007_HT29_96H:TRCN0000220590:4	0.502	0.1099	0.0646	0.1098
TA.KD007_HT29_96H:TRCN0000220588:4	TA.KD007_HT29_96H:TRCN0000220589:4	0.5092	0.0754	0.0366	0.0754
TA.KD007_HT29_96H:TRCN0000220588:4	CGS001_HT29_96H:RPA2:1	0.5573	0.2183	0.1901	0.2183
TA.KD007_HT29_96H:TRCN0000220586:4	TA.KD007_HT29_96H:TRCN0000220587:4	0.5378	0.2491	0.1945	0.2491
TA.KD007_HT29_96H:TRCN0000220586:4	TA.KD007_HT29_96H:TRCN0000220590:4	0.5532	0.2298	0.199	0.2297
TA.KD007_HT29_96H:TRCN0000220586:4	TA.KD007_HT29_96H:TRCN0000220589:4	0.5613	0.2406	0.2087	0.2406
TA.KD007_HT29_96H:TRCN0000220586:4	CGS001_HT29_96H:RPA2:1	0.5828	0.2834	0.2775	0.2834
TA.KD007_HT29_96H:TRCN0000220587:4	TA.KD007_HT29_96H:TRCN0000220590:4	0.5869	0.3673	0.3171	0.367
TA.KD007_HT29_96H:TRCN0000220587:4	TA.KD007_HT29_96H:TRCN0000220589:4	0.5644	0.2094	0.1902	0.2095
TA.KD007_HT29_96H:TRCN0000220587:4	CGS001_HT29_96H:RPA2:1	0.6861	0.5504	0.5245	0.5504
TA.KD007_HT29_96H:TRCN0000220590:4	TA.KD007_HT29_96H:TRCN0000220589:4	0.4918	0.0954	0.0364	0.0953
TA.KD007_HT29_96H:TRCN0000220590:4	CGS001_HT29_96H:RPA2:1	0.59	0.2901	0.272	0.2901
TA.KD007_HT29_96H:TRCN0000220589:4	CGS001_HT29_96H:RPA2:1	0.5675	0.2443	0.2324	0.2442
TA.KD007_DLD1_96H:TRCN0000344107:4	TA.KD007_DLD1_96H:TRCN0000293586:4	0.5583	0.0364	0.0863	0.0367
TA.KD007_DLD1_96H:TRCN0000344107:4	TA.KD007_DLD1_96H:TRCN0000049885:4	0.453	-0.0538	-0.1398	-0.0525
TA.KD007_DLD1_96H:TRCN0000293586:4	TA.KD007_DLD1_96H:TRCN0000049885:4	0.5061	0.0973	0.0508	0.0975
TA.KD007_HT29_96H:TRCN0000344158:4	TA.KD007_HT29_96H:TRCN0000049886:4	0.4652	-0.0134	-0.0722	-0.0138
TA.KD007_HT29_96H:TRCN0000344158:4	TA.KD007_HT29_96H:TRCN0000049885:4	0.4816	-0.0008	-0.0229	0.0019
TA.KD007_HT29_96H:TRCN0000049886:4	TA.KD007_HT29_96H:TRCN0000049885:4	0.4785	0.0679	0.0158	0.067
TA.KD007_DLD1_96H:TRCN0000074809:4	TA.KD007_DLD1_96H:TRCN0000074808:4	0.5041	0.0387	0.0319	0.0387
TA.KD007_HT29_96H:TRCN0000074809:4	TA.KD007_HT29_96H:TRCN0000074808:4	0.5695	0.1758	0.1876	0.1755
TA.KD007_HT29_96H:TRCN0000074809:4	TA.KD007_HT29_96H:TRCN0000074812:4	0.5818	0.2089	0.2313	0.2101
TA.KD007_HT29_96H:TRCN0000074809:4	TA.KD007_HT29_96H:TRCN0000298184:4	0.6094	0.3377	0.3506	0.3376
TA.KD007_HT29_96H:TRCN0000074809:4	TA.KD007_HT29_96H:TRCN0000298564:4	0.6115	0.2564	0.2754	0.2568
TA.KD007_HT29_96H:TRCN0000074808:4	TA.KD007_HT29_96H:TRCN0000074812:4	0.59	0.2657	0.2618	0.2643
TA.KD007_HT29_96H:TRCN0000074808:4	TA.KD007_HT29_96H:TRCN0000298184:4	0.5808	0.2465	0.2584	0.2465
TA.KD007_HT29_96H:TRCN0000074808:4	TA.KD007_HT29_96H:TRCN0000298564:4	0.5654	0.1639	0.1849	0.1636
TA.KD007_HT29_96H:TRCN0000074812:4	TA.KD007_HT29_96H:TRCN0000298184:4	0.6084	0.3547	0.3425	0.3539
TA.KD007_HT29_96H:TRCN0000074812:4	TA.KD007_HT29_96H:TRCN0000298564:4	0.5757	0.2526	0.2347	0.2536
TA.KD007_HT29_96H:TRCN0000298184:4	TA.KD007_HT29_96H:TRCN0000298564:4	0.5726	0.2155	0.2265	0.2155
TA.KD007_DLD1_96H:TRCN0000290966:4	TA.KD007_DLD1_96H:TRCN0000290967:4	0.5573	0.205	0.1524	0.2054
TA.KD007_DLD1_96H:TRCN0000290966:4	TA.KD007_DLD1_96H:TRCN0000290969:4	0.5245	0.1566	0.1167	0.1566
TA.KD007_DLD1_96H:TRCN0000290966:4	TA.KD007_DLD1_96H:TRCN0000290965:4	0.5961	0.3516	0.3301	0.3514
TA.KD007_DLD1_96H:TRCN0000290967:4	TA.KD007_DLD1_96H:TRCN0000290969:4	0.6626	0.4536	0.4809	0.4536
TA.KD007_DLD1_96H:TRCN0000290967:4	TA.KD007_DLD1_96H:TRCN0000290965:4	0.6912	0.4927	0.4719	0.4924
TA.KD007_DLD1_96H:TRCN0000290969:4	TA.KD007_DLD1_96H:TRCN0000290965:4	0.6196	0.3494	0.3516	0.3493
TA.KD007_HT29_96H:TRCN0000290969:4	TA.KD007_HT29_96H:TRCN0000290968:4	0.6483	0.3655	0.3799	0.3655
TA.KD007_HT29_96H:TRCN0000290969:4	TA.KD007_HT29_96H:TRCN0000290965:4	0.5706	0.2332	0.2238	0.2328
TA.KD007_HT29_96H:TRCN0000290969:4	TA.KD007_HT29_96H:TRCN0000290967:4	0.6493	0.3916	0.3935	0.3915
TA.KD007_HT29_96H:TRCN0000290969:4	TA.KD007_HT29_96H:TRCN0000290966:4	0.5757	0.161	0.1733	0.1609
TA.KD007_HT29_96H:TRCN0000290968:4	TA.KD007_HT29_96H:TRCN0000290965:4	0.6299	0.3601	0.3319	0.36
TA.KD007_HT29_96H:TRCN0000290968:4	TA.KD007_HT29_96H:TRCN0000290967:4	0.6697	0.4378	0.4465	0.4378
TA.KD007_HT29_96H:TRCN0000290968:4	TA.KD007_HT29_96H:TRCN0000290966:4	0.591	0.26	0.2711	0.26
TA.KD007_HT29_96H:TRCN0000290965:4	TA.KD007_HT29_96H:TRCN0000290967:4	0.6012	0.385	0.3298	0.3851
TA.KD007_HT29_96H:TRCN0000290965:4	TA.KD007_HT29_96H:TRCN0000290966:4	0.5879	0.279	0.28	0.2793
TA.KD007_HT29_96H:TRCN0000290967:4	TA.KD007_HT29_96H:TRCN0000290966:4	0.5982	0.2666	0.2902	0.2667
TAK004_U2OS_96H:TRCN0000003162:1	TAK004_U2OS_96H:TRCN0000315001:1	0.5215	0.0391	0.055	0.0393
TAK004_U2OS_96H:TRCN0000003162:1	TAK004_U2OS_96H:TRCN0000196342:1	0.5194	0.1339	0.1066	0.1341
TAK004_U2OS_96H:TRCN0000003162:1	TAK004_U2OS_96H:TRCN0000195109:1	0.5225	0.1067	0.0975	0.1068
TAK004_U2OS_96H:TRCN0000315001:1	TAK004_U2OS_96H:TRCN0000196342:1	0.4969	0.1011	0.0594	0.1019
TAK004_U2OS_96H:TRCN0000315001:1	TAK004_U2OS_96H:TRCN0000195109:1	0.5204	0.1083	0.07	0.1087
TAK004_U2OS_96H:TRCN0000196342:1	TAK004_U2OS_96H:TRCN0000195109:1	0.6431	0.3333	0.3223	0.3337
TA.KD007_DLD1_96H:TRCN0000010416:4	TA.KD007_DLD1_96H:TRCN0000018342:4	0.5613	0.2984	0.2449	0.2983
TA.KD007_HT29_96H:TRCN0000010416:4	TA.KD007_HT29_96H:TRCN0000010415:4	0.4693	0.0209	-0.0204	0.0207
TA.KD007_DLD1_96H:TRCN0000330782:4	TA.KD007_DLD1_96H:TRCN0000330707:4	0.4622	0.0461	-0.0172	0.0461
TA.KD007_HT29_96H:TRCN0000021618:4	TA.KD007_HT29_96H:TRCN0000330707:4	0.5204	0.152	0.1304	0.1514
TA.KD007_HT29_96H:TRCN0000021618:4	TA.KD007_HT29_96H:TRCN0000330782:4	0.5051	0.0573	0.0433	0.0572
TA.KD007_HT29_96H:TRCN0000021618:4	TA.KD007_HT29_96H:TRCN0000021615:4	0.4796	0.0647	0.0295	0.0636
TA.KD007_HT29_96H:TRCN0000021618:4	CGS001_HT29_96H:RXRA:1	0.5542	0.2382	0.2144	0.2366
TA.KD007_HT29_96H:TRCN0000330707:4	TA.KD007_HT29_96H:TRCN0000330782:4	0.4734	0.0842	0.0187	0.0842
TA.KD007_HT29_96H:TRCN0000330707:4	TA.KD007_HT29_96H:TRCN0000021615:4	0.5215	0.0953	0.0675	0.0955
TA.KD007_HT29_96H:TRCN0000330707:4	CGS001_HT29_96H:RXRA:1	0.5266	0.1253	0.0825	0.1256
TA.KD007_HT29_96H:TRCN0000330782:4	TA.KD007_HT29_96H:TRCN0000021615:4	0.6002	0.2439	0.2592	0.2439
TA.KD007_HT29_96H:TRCN0000330782:4	CGS001_HT29_96H:RXRA:1	0.7086	0.5712	0.5842	0.571
TA.KD007_HT29_96H:TRCN0000021615:4	CGS001_HT29_96H:RXRA:1	0.5951	0.2945	0.2941	0.2951
TA.KD010_A549_96H:TRCN0000028461:1	TA.KD010_A549_96H:TRCN0000412489:1	0.4928	0.0121	0.0202	0.0124
TA.KD010_A549_96H:TRCN0000028461:1	TA.KD010_A549_96H:TRCN0000414238:1	0.4877	0.0364	0.028	0.0365
TA.KD010_A549_96H:TRCN0000028461:1	TA.KD010_A549_96H:TRCN0000432328:1	0.5256	0.0307	0.0406	0.0308
TA.KD010_A549_96H:TRCN0000028461:1	TA.KD010_A549_96H:TRCN0000420713:1	0.502	0.0341	0.0342	0.0342
TA.KD010_A549_96H:TRCN0000028461:1	TA.KD010_A549_96H:TRCN0000028437:1	0.4806	-0.0656	-0.0685	-0.0655
TA.KD010_A549_96H:TRCN0000028461:1	TA.KD010_A549_96H:TRCN0000414405:1	0.4959	0.1012	0.059	0.1013
TA.KD010_A549_96H:TRCN0000028461:1	TA.KD010_A549_96H:TRCN0000028410:1	0.4888	0.0698	0.0175	0.0698
TA.KD010_A549_96H:TRCN0000412489:1	TA.KD010_A549_96H:TRCN0000414238:1	0.592	0.2922	0.2691	0.2928
TA.KD010_A549_96H:TRCN0000412489:1	TA.KD010_A549_96H:TRCN0000432328:1	0.4877	0.0457	0.0089	0.0469
TA.KD010_A549_96H:TRCN0000412489:1	TA.KD010_A549_96H:TRCN0000420713:1	0.6012	0.3032	0.2746	0.3043
TA.KD010_A549_96H:TRCN0000412489:1	TA.KD010_A549_96H:TRCN0000028437:1	0.5092	-0.0347	-0.0496	-0.034
TA.KD010_A549_96H:TRCN0000412489:1	TA.KD010_A549_96H:TRCN0000414405:1	0.5971	0.2148	0.2124	0.2161
TA.KD010_A549_96H:TRCN0000412489:1	TA.KD010_A549_96H:TRCN0000028410:1	0.4877	-0.0058	-0.0556	-0.0055
TA.KD010_A549_96H:TRCN0000414238:1	TA.KD010_A549_96H:TRCN0000432328:1	0.4376	-0.0621	-0.1092	-0.0615
TA.KD010_A549_96H:TRCN0000414238:1	TA.KD010_A549_96H:TRCN0000420713:1	0.6288	0.3695	0.368	0.3699
TA.KD010_A549_96H:TRCN0000414238:1	TA.KD010_A549_96H:TRCN0000028437:1	0.5143	0.0644	0.035	0.0647
TA.KD010_A549_96H:TRCN0000414238:1	TA.KD010_A549_96H:TRCN0000414405:1	0.6166	0.2927	0.2985	0.2932
TA.KD010_A549_96H:TRCN0000414238:1	TA.KD010_A549_96H:TRCN0000028410:1	0.501	0.0712	0.0173	0.0713
TA.KD010_A549_96H:TRCN0000432328:1	TA.KD010_A549_96H:TRCN0000420713:1	0.4141	-0.0745	-0.1452	-0.0736
TA.KD010_A549_96H:TRCN0000432328:1	TA.KD010_A549_96H:TRCN0000028437:1	0.5491	0.0939	0.124	0.0942
TA.KD010_A549_96H:TRCN0000432328:1	TA.KD010_A549_96H:TRCN0000414405:1	0.4305	0.0058	-0.0794	0.0067
TA.KD010_A549_96H:TRCN0000432328:1	TA.KD010_A549_96H:TRCN0000028410:1	0.589	0.1696	0.1993	0.1697
TA.KD010_A549_96H:TRCN0000420713:1	TA.KD010_A549_96H:TRCN0000028437:1	0.501	0.0374	0.0022	0.0379
TA.KD010_A549_96H:TRCN0000420713:1	TA.KD010_A549_96H:TRCN0000414405:1	0.7096	0.4968	0.5552	0.4974
TA.KD010_A549_96H:TRCN0000420713:1	TA.KD010_A549_96H:TRCN0000028410:1	0.4796	-0.0216	-0.0543	-0.0214
TA.KD010_A549_96H:TRCN0000028437:1	TA.KD010_A549_96H:TRCN0000414405:1	0.5256	0.0938	0.0606	0.0942
TA.KD010_A549_96H:TRCN0000028437:1	TA.KD010_A549_96H:TRCN0000028410:1	0.5123	0.0793	0.086	0.0793
TA.KD010_A549_96H:TRCN0000414405:1	TA.KD010_A549_96H:TRCN0000028410:1	0.5307	0.0823	0.0448	0.0824
TA.KD010_A549_96H:TRCN0000052299:1	TA.KD010_A549_96H:TRCN0000052302:1	0.5174	-0.0229	0.0042	-0.0213
TA.KD010_A549_96H:TRCN0000052299:1	TA.KD010_A549_96H:TRCN0000052301:1	0.5419	0.1014	0.0923	0.1036
TA.KD010_A549_96H:TRCN0000052299:1	TA.KD010_A549_96H:TRCN0000373505:1	0.5419	0.1357	0.1274	0.1385
TA.KD010_A549_96H:TRCN0000052299:1	TA.KD010_A549_96H:TRCN0000373444:1	0.4816	0.0331	-0.0263	0.0339
TA.KD010_A549_96H:TRCN0000052299:1	TA.KD010_A549_96H:TRCN0000052298:1	0.498	0.0782	0.0694	0.0786
TA.KD010_A549_96H:TRCN0000052299:1	CGS001_A549_96H:SERPINB5:1	0.59	0.1443	0.2271	0.1479
TA.KD010_A549_96H:TRCN0000052302:1	TA.KD010_A549_96H:TRCN0000052301:1	0.5706	0.1895	0.1915	0.1907
TA.KD010_A549_96H:TRCN0000052302:1	TA.KD010_A549_96H:TRCN0000373505:1	0.455	-0.0611	-0.1032	-0.0589
TA.KD010_A549_96H:TRCN0000052302:1	TA.KD010_A549_96H:TRCN0000373444:1	0.4734	0.0027	-0.0067	0.0032
TA.KD010_A549_96H:TRCN0000052302:1	TA.KD010_A549_96H:TRCN0000052298:1	0.5164	0.0477	0.0427	0.048
TA.KD010_A549_96H:TRCN0000052302:1	CGS001_A549_96H:SERPINB5:1	0.6207	0.2611	0.308	0.2627
TA.KD010_A549_96H:TRCN0000052301:1	TA.KD010_A549_96H:TRCN0000373505:1	0.5031	0.0566	0.0263	0.0596
TA.KD010_A549_96H:TRCN0000052301:1	TA.KD010_A549_96H:TRCN0000373444:1	0.5123	0.1188	0.0948	0.1194
TA.KD010_A549_96H:TRCN0000052301:1	TA.KD010_A549_96H:TRCN0000052298:1	0.5532	0.1164	0.1494	0.1168
TA.KD010_A549_96H:TRCN0000052301:1	CGS001_A549_96H:SERPINB5:1	0.5879	0.1689	0.2086	0.1724
TA.KD010_A549_96H:TRCN0000373505:1	TA.KD010_A549_96H:TRCN0000373444:1	0.5307	0.153	0.0897	0.1537
TA.KD010_A549_96H:TRCN0000373505:1	TA.KD010_A549_96H:TRCN0000052298:1	0.4785	0.0243	-0.0044	0.0249
TA.KD010_A549_96H:TRCN0000373505:1	CGS001_A549_96H:SERPINB5:1	0.4663	-0.0649	-0.0511	-0.0589
TA.KD010_A549_96H:TRCN0000373444:1	TA.KD010_A549_96H:TRCN0000052298:1	0.499	0.0547	0.0373	0.0549
TA.KD010_A549_96H:TRCN0000373444:1	CGS001_A549_96H:SERPINB5:1	0.4806	-0.0771	-0.0796	-0.0753
TA.KD010_A549_96H:TRCN0000052298:1	CGS001_A549_96H:SERPINB5:1	0.545	0.1142	0.1191	0.1147
TA.KD010_A549_96H:TRCN0000237839:1	TA.KD010_A549_96H:TRCN0000237836:1	0.4673	-0.018	-0.0579	-0.0153
TA.KD010_A549_96H:TRCN0000237839:1	TA.KD010_A549_96H:TRCN0000237838:1	0.5153	0.0672	0.0505	0.0685
TA.KD010_A549_96H:TRCN0000237839:1	TA.KD010_A549_96H:TRCN0000003030:1	0.5429	0.0278	0.0553	0.0301
TA.KD010_A549_96H:TRCN0000237839:1	TA.KD010_A549_96H:TRCN0000003029:1	0.4847	-0.0136	-0.0307	-0.0104
TA.KD010_A549_96H:TRCN0000237839:1	TA.KD010_A549_96H:TRCN0000003032:1	0.6094	0.2313	0.2477	0.2329
TA.KD010_A549_96H:TRCN0000237839:1	TA.KD010_A549_96H:TRCN0000003033:1	0.4458	-0.0742	-0.1026	-0.0725
TA.KD010_A549_96H:TRCN0000237839:1	TA.KD010_A549_96H:TRCN0000237837:1	0.5429	0.0452	0.0521	0.0475
TA.KD010_A549_96H:TRCN0000237836:1	TA.KD010_A549_96H:TRCN0000237838:1	0.455	-0.0631	-0.0711	-0.0605
TA.KD010_A549_96H:TRCN0000237836:1	TA.KD010_A549_96H:TRCN0000003030:1	0.5297	0.1084	0.1147	0.1122
TA.KD010_A549_96H:TRCN0000237836:1	TA.KD010_A549_96H:TRCN0000003029:1	0.5777	0.1021	0.1642	0.107
TA.KD010_A549_96H:TRCN0000237836:1	TA.KD010_A549_96H:TRCN0000003032:1	0.4796	-0.0308	-0.036	-0.0269
TA.KD010_A549_96H:TRCN0000237836:1	TA.KD010_A549_96H:TRCN0000003033:1	0.4714	-0.044	-0.0435	-0.0412
TA.KD010_A549_96H:TRCN0000237836:1	TA.KD010_A549_96H:TRCN0000237837:1	0.5215	0.0915	0.1224	0.0954
TA.KD010_A549_96H:TRCN0000237838:1	TA.KD010_A549_96H:TRCN0000003030:1	0.5634	0.1403	0.1706	0.1421
TA.KD010_A549_96H:TRCN0000237838:1	TA.KD010_A549_96H:TRCN0000003029:1	0.4765	-0.0039	-0.0433	-0.001
TA.KD010_A549_96H:TRCN0000237838:1	TA.KD010_A549_96H:TRCN0000003032:1	0.5174	0.1381	0.1141	0.1397
TA.KD010_A549_96H:TRCN0000237838:1	TA.KD010_A549_96H:TRCN0000003033:1	0.5174	0.0257	0.0142	0.0271
TA.KD010_A549_96H:TRCN0000237838:1	TA.KD010_A549_96H:TRCN0000237837:1	0.5143	0.0289	0.0121	0.0311
TA.KD010_A549_96H:TRCN0000003030:1	TA.KD010_A549_96H:TRCN0000003029:1	0.5286	0.0402	0.051	0.045
TA.KD010_A549_96H:TRCN0000003030:1	TA.KD010_A549_96H:TRCN0000003032:1	0.5368	0.0782	0.0825	0.0814
TA.KD010_A549_96H:TRCN0000003030:1	TA.KD010_A549_96H:TRCN0000003033:1	0.5123	0.0461	0.0295	0.0484
TA.KD010_A549_96H:TRCN0000003030:1	TA.KD010_A549_96H:TRCN0000237837:1	0.544	0.1847	0.17	0.1879
TA.KD010_A549_96H:TRCN0000003029:1	TA.KD010_A549_96H:TRCN0000003032:1	0.5112	0.0757	0.0435	0.0798
TA.KD010_A549_96H:TRCN0000003029:1	TA.KD010_A549_96H:TRCN0000003033:1	0.4724	-0.0606	-0.0681	-0.0571
TA.KD010_A549_96H:TRCN0000003029:1	TA.KD010_A549_96H:TRCN0000237837:1	0.5613	0.1433	0.16	0.1477
TA.KD010_A549_96H:TRCN0000003032:1	TA.KD010_A549_96H:TRCN0000003033:1	0.4908	0.0509	-0.0172	0.053
TA.KD010_A549_96H:TRCN0000003032:1	TA.KD010_A549_96H:TRCN0000237837:1	0.59	0.2264	0.2584	0.2291
TA.KD010_A549_96H:TRCN0000003033:1	TA.KD010_A549_96H:TRCN0000237837:1	0.5164	0.0137	0.0265	0.0161
EKW001_PC3_120H:TRCN0000040281:2	EKW001_PC3_120H:TRCN0000040278:2	0.5245	0.0858	0.066	0.0875
EKW001_PC3_120H:TRCN0000040281:2	EKW001_PC3_120H:TRCN0000040282:2	0.5256	0.067	0.0353	0.068
EKW001_PC3_120H:TRCN0000040281:2	CGS001_PC3_120H:SHANK2:2	0.5798	0.2557	0.2096	0.2569
EKW001_PC3_120H:TRCN0000040278:2	EKW001_PC3_120H:TRCN0000040282:2	0.6002	0.2532	0.2631	0.2548
EKW001_PC3_120H:TRCN0000040278:2	CGS001_PC3_120H:SHANK2:2	0.7628	0.742	0.7163	0.7431
EKW001_PC3_120H:TRCN0000040282:2	CGS001_PC3_120H:SHANK2:2	0.8088	0.8171	0.8087	0.8172
EKW001_SHSY5Y_120H:TRCN0000040278:2	EKW001_SHSY5Y_120H:TRCN0000040281:2	0.4969	0.0832	0.0561	0.0836
EKW001_SHSY5Y_120H:TRCN0000040278:2	EKW001_SHSY5Y_120H:TRCN0000040282:2	0.4755	-0.0611	-0.0809	-0.0593
EKW001_SHSY5Y_120H:TRCN0000040281:2	EKW001_SHSY5Y_120H:TRCN0000040282:2	0.6002	0.2894	0.3054	0.2901
EKW001_PC3_120H:TRCN0000245742:2	EKW001_PC3_120H:TRCN0000245741:2	0.498	0.0155	-0.0419	0.0156
EKW001_PC3_120H:TRCN0000245742:2	EKW001_PC3_120H:TRCN0000245745:2	0.5051	0.069	0.0404	0.0703
EKW001_PC3_120H:TRCN0000245741:2	EKW001_PC3_120H:TRCN0000245745:2	0.5654	0.1319	0.1655	0.1319
EKW001_SHSY5Y_120H:TRCN0000245745:2	EKW001_SHSY5Y_120H:TRCN0000245741:2	0.5603	0.1619	0.1739	0.1621
EKW001_SHSY5Y_120H:TRCN0000245745:2	EKW001_SHSY5Y_120H:TRCN0000245742:2	0.4243	-0.1129	-0.1476	-0.1115
EKW001_SHSY5Y_120H:TRCN0000245741:2	EKW001_SHSY5Y_120H:TRCN0000245742:2	0.4305	-0.0453	-0.1204	-0.045
EKW001_PC3_120H:TRCN0000218734:2	EKW001_PC3_120H:TRCN0000018983:2	0.501	0.1083	0.0641	0.1097
EKW001_PC3_120H:TRCN0000218734:2	EKW001_PC3_120H:TRCN0000229630:2	0.5665	0.1829	0.1792	0.1832
EKW001_PC3_120H:TRCN0000218734:2	CGS001_PC3_144H:SIRT1:2	0.4622	-0.0018	-0.0394	0.0006
EKW001_PC3_120H:TRCN0000018983:2	EKW001_PC3_120H:TRCN0000229630:2	0.5092	0.1163	0.0997	0.1169
EKW001_PC3_120H:TRCN0000018983:2	CGS001_PC3_144H:SIRT1:2	0.5624	0.1748	0.1733	0.1779
EKW001_PC3_120H:TRCN0000229630:2	CGS001_PC3_144H:SIRT1:2	0.4622	-0.0533	-0.067	-0.0521
EKW001_SHSY5Y_120H:TRCN0000218734:2	EKW001_SHSY5Y_120H:TRCN0000018983:2	0.5419	0.1121	0.1116	0.112
EKW001_SHSY5Y_120H:TRCN0000218734:2	EKW001_SHSY5Y_120H:TRCN0000229630:2	0.5757	0.1944	0.2005	0.1944
EKW001_SHSY5Y_120H:TRCN0000018983:2	EKW001_SHSY5Y_120H:TRCN0000229630:2	0.5297	0.0985	0.1091	0.0986
EKW001_PC3_120H:TRCN0000232531:2	EKW001_PC3_120H:TRCN0000232530:2	0.5665	0.1422	0.1295	0.1445
EKW001_PC3_120H:TRCN0000232531:2	EKW001_PC3_120H:TRCN0000358693:2	0.5327	0.1059	0.0611	0.1081
EKW001_PC3_120H:TRCN0000232530:2	EKW001_PC3_120H:TRCN0000358693:2	0.5348	0.1114	0.1106	0.1161
EKW001_SHSY5Y_120H:TRCN0000358693:2	EKW001_SHSY5Y_120H:TRCN0000232531:2	0.4581	0.0098	-0.1043	0.0098
EKW001_SHSY5Y_120H:TRCN0000358693:2	EKW001_SHSY5Y_120H:TRCN0000232530:2	0.545	0.1773	0.1418	0.1771
EKW001_SHSY5Y_120H:TRCN0000232531:2	EKW001_SHSY5Y_120H:TRCN0000232530:2	0.4622	0.0239	-0.0769	0.024
TA.KD007_DLD1_96H:TRCN0000072568:4	TA.KD007_DLD1_96H:TRCN0000072572:4	0.4008	-0.1206	-0.2027	-0.1203
TA.KD007_HT29_96H:TRCN0000072572:4	TA.KD007_HT29_96H:TRCN0000072568:4	0.4959	-0.021	-0.0286	-0.0215
TA.KD007_HT29_96H:TRCN0000072572:4	TA.KD007_HT29_96H:TRCN0000072571:4	0.5235	0.0987	0.0782	0.0992
TA.KD007_HT29_96H:TRCN0000072572:4	TA.KD007_HT29_96H:TRCN0000072569:4	0.5112	0.0589	0.0573	0.0593
TA.KD007_HT29_96H:TRCN0000072568:4	TA.KD007_HT29_96H:TRCN0000072571:4	0.4898	0.0617	-0.037	0.0611
TA.KD007_HT29_96H:TRCN0000072568:4	TA.KD007_HT29_96H:TRCN0000072569:4	0.5256	0.1017	0.0705	0.1013
TA.KD007_HT29_96H:TRCN0000072571:4	TA.KD007_HT29_96H:TRCN0000072569:4	0.4223	-0.0787	-0.1601	-0.0783
TA.KD007_DLD1_96H:TRCN0000232825:4	TA.KD007_DLD1_96H:TRCN0000042989:4	0.4816	-0.0045	-0.0477	-0.0041
TA.KD007_HT29_96H:TRCN0000232828:4	TA.KD007_HT29_96H:TRCN0000232829:4	0.5204	0.0769	0.0773	0.0766
TA.KD007_HT29_96H:TRCN0000232828:4	TA.KD007_HT29_96H:TRCN0000042989:4	0.5378	0.1075	0.1185	0.1075
TA.KD007_HT29_96H:TRCN0000232828:4	TA.KD007_HT29_96H:TRCN0000232825:4	0.4847	0.0556	0.0175	0.0559
TA.KD007_HT29_96H:TRCN0000232828:4	TA.KD007_HT29_96H:TRCN0000042992:4	0.5082	-0.0596	-0.0406	-0.06
TA.KD007_HT29_96H:TRCN0000232829:4	TA.KD007_HT29_96H:TRCN0000042989:4	0.4652	-0.0002	-0.0772	-0.0002
TA.KD007_HT29_96H:TRCN0000232829:4	TA.KD007_HT29_96H:TRCN0000232825:4	0.4816	0.0202	-0.0108	0.02
TA.KD007_HT29_96H:TRCN0000232829:4	TA.KD007_HT29_96H:TRCN0000042992:4	0.5378	0.0853	0.0936	0.0855
TA.KD007_HT29_96H:TRCN0000042989:4	TA.KD007_HT29_96H:TRCN0000232825:4	0.4254	-0.0846	-0.1267	-0.0846
TA.KD007_HT29_96H:TRCN0000042989:4	TA.KD007_HT29_96H:TRCN0000042992:4	0.4816	-0.0297	-0.0271	-0.0297
TA.KD007_HT29_96H:TRCN0000232825:4	TA.KD007_HT29_96H:TRCN0000042992:4	0.5327	0.1228	0.104	0.1224
TA.KD007_HT29_96H:TRCN0000044543:4	TA.KD007_HT29_96H:TRCN0000307709:4	0.5419	0.1846	0.1537	0.1842
TA.KD007_HT29_96H:TRCN0000044543:4	TA.KD007_HT29_96H:TRCN0000044544:4	0.501	0.0135	-0.0058	0.0136
TA.KD007_HT29_96H:TRCN0000044543:4	TA.KD007_HT29_96H:TRCN0000333563:4	0.4642	-0.0129	-0.0632	-0.0136
TA.KD007_HT29_96H:TRCN0000307709:4	TA.KD007_HT29_96H:TRCN0000044544:4	0.544	0.1427	0.1272	0.1427
TA.KD007_HT29_96H:TRCN0000307709:4	TA.KD007_HT29_96H:TRCN0000333563:4	0.5787	0.1713	0.1792	0.1714
TA.KD007_HT29_96H:TRCN0000044544:4	TA.KD007_HT29_96H:TRCN0000333563:4	0.4601	-0.011	-0.0736	-0.0111
