drug-sample	target-sample	jaccard	pearson	spearman	cosine
LKCP001_U2OS_24H:G10	TAK004_U2OS_96H:TRCN0000121202:1	0.4703	-0.0577	-0.0816	-0.0568
LKCP001_U2OS_24H:G10	TAK004_U2OS_96H:TRCN0000121071:1	0.5378	-0.0252	0.0075	-0.0242
LKCP001_A549_24H:G10	TA.KD010_A549_96H:TRCN0000121204:1	0.5736	0.0781	0.1573	0.079
LKCP001_A549_24H:G10	TA.KD010_A549_96H:TRCN0000199174:1	0.4274	-0.0381	-0.1199	-0.036
LKCP001_A549_24H:G10	TA.KD010_A549_96H:TRCN0000310112:1	0.5951	0.226	0.2601	0.2269
LKCP001_A549_24H:G10	TA.KD010_A549_96H:TRCN0000039634:1	0.5389	0.0428	0.0821	0.0441
LKCP001_A549_24H:G10	TA.KD010_A549_96H:TRCN0000121329:1	0.5573	0.0943	0.1413	0.0959
LKCP001_A549_24H:G10	TA.KD010_A549_96H:TRCN0000199100:1	0.4898	-0.0358	-0.0349	-0.0348
LKCP001_A549_24H:G10	TA.KD010_A549_96H:TRCN0000295968:1	0.498	-0.0175	-0.0372	-0.0149
LKCP001_A549_24H:G10	TA.KD010_A549_96H:TRCN0000195303:1	0.5235	0.054	0.0592	0.0572
LKCP001_A549_48H:G10	TA.KD010_A549_96H:TRCN0000121204:1	0.5542	0.1026	0.1453	0.1032
LKCP001_A549_48H:G10	TA.KD010_A549_96H:TRCN0000199174:1	0.4223	-0.1043	-0.1672	-0.1028
LKCP001_A549_48H:G10	TA.KD010_A549_96H:TRCN0000310112:1	0.592	0.1828	0.2237	0.1835
LKCP001_A549_48H:G10	TA.KD010_A549_96H:TRCN0000039634:1	0.5562	0.0746	0.118	0.0753
LKCP001_A549_48H:G10	TA.KD010_A549_96H:TRCN0000121329:1	0.5521	0.0689	0.1146	0.07
LKCP001_A549_48H:G10	TA.KD010_A549_96H:TRCN0000199100:1	0.5031	-0.0012	0.0187	-0.0007
LKCP001_A549_48H:G10	TA.KD010_A549_96H:TRCN0000295968:1	0.4918	0.018	0.0114	0.0195
LKCP001_A549_48H:G10	TA.KD010_A549_96H:TRCN0000195303:1	0.5061	-0.0029	0.0022	-0.0008
ASG003_A549_24H:N22	CGS001_A549_96H:FLT1:1	0.4479	-0.1358	-0.17	-0.1296
ASG003_MCF7_48H:N22	CGS001_MCF7_96H:FLT1:2	0.4008	-0.2352	-0.2806	-0.2334
ASG003_MCF7_6H:N22	CGS001_MCF7_96H:FLT1:2	0.4663	-0.1299	-0.1361	-0.1296
ASG002_A549_24H:N19	CGS001_A549_96H:FLT1:1	0.3793	-0.2193	-0.299	-0.2157
ASG002_PC3_24H:N19	CGS001_PC3_96H:FLT1:2	0.4939	0.056	0.0404	0.0559
ASG002_PC3_24H:N19	CGS001_PC3_144H:FLT1:2	0.5644	0.1438	0.1583	0.1437
ASG003_A549_6H:N22	CGS001_A549_96H:FLT1:1	0.4407	-0.1519	-0.1576	-0.1515
ASG003_MCF7_24H:N22	CGS001_MCF7_96H:FLT1:2	0.455	-0.1059	-0.1318	-0.105
ASG003_A549_48H:N22	CGS001_A549_96H:FLT1:1	0.4294	-0.1319	-0.1771	-0.1312
ASG002_MCF7_24H:N19	CGS001_MCF7_96H:FLT1:2	0.5153	0.0041	0.0278	0.0037
LJP007_A375_24H:P13	CGS001_A375_96H:FLT1:1	0.5971	0.1862	0.2378	0.1875
REP.A025_HA1E_24H:K19	CGS001_HA1E_96H:FLT1:1.5	0.4499	-0.0792	-0.1485	-0.0787
REP.A025_MCF7_24H:K19	CGS001_MCF7_96H:FLT1:2	0.5573	0.1063	0.1362	0.1015
REP.A025_A375_24H:K19	CGS001_A375_96H:FLT1:1	0.5624	0.131	0.1938	0.1319
LKCP001_MCF7_48H:G10	CGS001_MCF7_96H:FLT1:2	0.408	-0.2604	-0.2765	-0.258
LKCP001_A549_24H:G10	CGS001_A549_96H:FLT1:1	0.4509	-0.1185	-0.1526	-0.113
LKCP001_MCF7_24H:G10	CGS001_MCF7_96H:FLT1:2	0.4438	-0.1354	-0.1735	-0.1337
LKCP001_A549_48H:G10	CGS001_A549_96H:FLT1:1	0.4519	-0.1345	-0.1701	-0.1309
ASG003_A549_24H:N22	CGS001_A549_96H:FLT4:1	0.546	0.0905	0.1292	0.0924
ASG002_A549_24H:N19	CGS001_A549_96H:FLT4:1	0.5818	0.1588	0.2322	0.1597
ASG003_A549_6H:N22	CGS001_A549_96H:FLT4:1	0.5245	0.0422	0.0613	0.0422
ASG003_A549_48H:N22	CGS001_A549_96H:FLT4:1	0.5235	0.0496	0.0831	0.0497
LJP007_A375_24H:P13	CGS001_A375_96H:FLT4:1	0.6278	0.2603	0.322	0.255
REP.A025_A375_24H:K19	CGS001_A375_96H:FLT4:1	0.5266	0.0844	0.107	0.0817
LKCP001_A549_24H:G10	CGS001_A549_96H:FLT4:1	0.5429	0.0792	0.1084	0.081
LKCP001_A549_48H:G10	CGS001_A549_96H:FLT4:1	0.5358	0.0597	0.0785	0.0609
ASG003_MCF7_48H:N22	CGS001_MCF7_96H:KDR:2	0.6186	0.2682	0.3182	0.2679
ASG003_MCF7_6H:N22	CGS001_MCF7_96H:KDR:2	0.5798	0.1964	0.2259	0.1964
ASG002_PC3_24H:N19	CGS001_PC3_96H:KDR:2	0.5521	0.2224	0.2176	0.2219
ASG003_MCF7_24H:N22	CGS001_MCF7_96H:KDR:2	0.5583	0.1328	0.1759	0.1327
ASG002_MCF7_24H:N19	CGS001_MCF7_96H:KDR:2	0.4857	0.011	0.0133	0.0111
REP.A025_MCF7_24H:K19	CGS001_MCF7_96H:KDR:2	0.4663	-0.0836	-0.1004	-0.0827
LKCP001_MCF7_48H:G10	CGS001_MCF7_96H:KDR:2	0.6278	0.2813	0.3269	0.2807
LKCP001_MCF7_24H:G10	CGS001_MCF7_96H:KDR:2	0.5941	0.1474	0.2274	0.1471
ASG003_A549_24H:N22	TA.KD009_A549_96H:TRCN0000010252:1	0.5184	-0.0372	-0.0155	-0.0339
ASG003_A549_24H:N22	TA.KD009_A549_96H:TRCN0000194736:1	0.5215	0.0121	0.0386	0.0139
ASG003_A549_24H:N22	TA.KD009_A549_96H:TRCN0000010238:1	0.4284	-0.0964	-0.1447	-0.0922
ASG003_A549_24H:N22	TA.KD009_A549_96H:TRCN0000040025:1	0.5706	0.1353	0.1809	0.1381
ASG003_A549_24H:N22	TA.KD009_A549_96H:TRCN0000000404:1	0.4826	-0.0292	-0.0344	-0.0269
ASG003_A549_24H:N22	TA.KD009_A549_96H:TRCN0000010423:1	0.4652	-0.0394	-0.0823	-0.0354
ASG003_A549_24H:N22	TA.KD009_A549_96H:TRCN0000040027:1	0.5634	0.1539	0.1647	0.1555
ASG003_A549_24H:N22	TA.KD009_A549_96H:TRCN0000009864:1	0.5286	0.1128	0.1208	0.1165
ASG003_MCF7_48H:N22	CGS001_MCF7_144H:RET:2	0.4305	-0.1415	-0.1693	-0.1404
ASG003_MCF7_6H:N22	CGS001_MCF7_144H:RET:2	0.4928	0.004	-0.0138	0.0042
ASG002_A549_24H:N19	TA.KD009_A549_96H:TRCN0000010252:1	0.5368	0.0595	0.0933	0.061
ASG002_A549_24H:N19	TA.KD009_A549_96H:TRCN0000194736:1	0.5491	0.033	0.1003	0.0339
ASG002_A549_24H:N19	TA.KD009_A549_96H:TRCN0000010238:1	0.4417	-0.0774	-0.1289	-0.0753
ASG002_A549_24H:N19	TA.KD009_A549_96H:TRCN0000040025:1	0.5654	0.1405	0.1882	0.142
ASG002_A549_24H:N19	TA.KD009_A549_96H:TRCN0000000404:1	0.5112	0.0046	0.0162	0.0057
ASG002_A549_24H:N19	TA.KD009_A549_96H:TRCN0000010423:1	0.4622	0.0038	-0.0323	0.0057
ASG002_A549_24H:N19	TA.KD009_A549_96H:TRCN0000040027:1	0.5491	0.1508	0.1428	0.1517
ASG002_A549_24H:N19	TA.KD009_A549_96H:TRCN0000009864:1	0.5389	0.1464	0.1635	0.1482
ASG002_PC3_24H:N19	CGS001_PC3_96H:RET:2	0.5266	0.1038	0.0955	0.1037
ASG003_A549_6H:N22	TA.KD009_A549_96H:TRCN0000010252:1	0.5184	-0.0206	-0.0062	-0.0206
ASG003_A549_6H:N22	TA.KD009_A549_96H:TRCN0000194736:1	0.5164	-0.0246	-0.0134	-0.0246
ASG003_A549_6H:N22	TA.KD009_A549_96H:TRCN0000010238:1	0.454	-0.0733	-0.0921	-0.0733
ASG003_A549_6H:N22	TA.KD009_A549_96H:TRCN0000040025:1	0.5593	0.1302	0.1657	0.1299
ASG003_A549_6H:N22	TA.KD009_A549_96H:TRCN0000000404:1	0.5174	-0.0174	0.0085	-0.0174
ASG003_A549_6H:N22	TA.KD009_A549_96H:TRCN0000010423:1	0.4847	-0.0026	-0.0317	-0.0027
ASG003_A549_6H:N22	TA.KD009_A549_96H:TRCN0000040027:1	0.5337	0.0816	0.0744	0.0815
ASG003_A549_6H:N22	TA.KD009_A549_96H:TRCN0000009864:1	0.5266	0.0491	0.0592	0.0489
ASG003_MCF7_24H:N22	CGS001_MCF7_144H:RET:2	0.4254	-0.1135	-0.1502	-0.1129
ASG003_A549_48H:N22	TA.KD009_A549_96H:TRCN0000010252:1	0.5194	-0.0357	-0.0068	-0.0355
ASG003_A549_48H:N22	TA.KD009_A549_96H:TRCN0000194736:1	0.5174	-0.0342	0.028	-0.0341
ASG003_A549_48H:N22	TA.KD009_A549_96H:TRCN0000010238:1	0.4264	-0.0722	-0.1189	-0.0719
ASG003_A549_48H:N22	TA.KD009_A549_96H:TRCN0000040025:1	0.5971	0.1753	0.2212	0.1752
ASG003_A549_48H:N22	TA.KD009_A549_96H:TRCN0000000404:1	0.4918	-0.0298	-0.0287	-0.0297
ASG003_A549_48H:N22	TA.KD009_A549_96H:TRCN0000010423:1	0.498	-0.0104	-0.0173	-0.0102
ASG003_A549_48H:N22	TA.KD009_A549_96H:TRCN0000040027:1	0.546	0.1238	0.1161	0.1238
ASG003_A549_48H:N22	TA.KD009_A549_96H:TRCN0000009864:1	0.5481	0.1224	0.1406	0.1224
ASG002_MCF7_24H:N19	CGS001_MCF7_144H:RET:2	0.4591	-0.129	-0.1549	-0.1293
REP.A025_MCF7_24H:K19	CGS001_MCF7_144H:RET:2	0.455	-0.1255	-0.1479	-0.1274
LKCP001_MCF7_48H:G10	CGS001_MCF7_144H:RET:2	0.4223	-0.1729	-0.2053	-0.1714
LKCP001_A549_24H:G10	TA.KD009_A549_96H:TRCN0000010252:1	0.502	-0.0545	-0.0385	-0.0515
LKCP001_A549_24H:G10	TA.KD009_A549_96H:TRCN0000194736:1	0.5041	-0.0271	0.0013	-0.0253
LKCP001_A549_24H:G10	TA.KD009_A549_96H:TRCN0000010238:1	0.4499	-0.0653	-0.0921	-0.0615
LKCP001_A549_24H:G10	TA.KD009_A549_96H:TRCN0000040025:1	0.5654	0.1287	0.1714	0.1313
LKCP001_A549_24H:G10	TA.KD009_A549_96H:TRCN0000000404:1	0.4744	-0.036	-0.0505	-0.0338
LKCP001_A549_24H:G10	TA.KD009_A549_96H:TRCN0000010423:1	0.4888	-0.0018	-0.0137	0.0017
LKCP001_A549_24H:G10	TA.KD009_A549_96H:TRCN0000040027:1	0.5491	0.1503	0.1522	0.1518
LKCP001_A549_24H:G10	TA.KD009_A549_96H:TRCN0000009864:1	0.5286	0.1105	0.1325	0.1139
LKCP001_MCF7_24H:G10	CGS001_MCF7_144H:RET:2	0.4397	-0.1392	-0.1751	-0.1382
LKCP001_A549_48H:G10	TA.KD009_A549_96H:TRCN0000010252:1	0.5153	-0.0332	-0.0108	-0.0313
LKCP001_A549_48H:G10	TA.KD009_A549_96H:TRCN0000194736:1	0.5133	-0.0183	0.0263	-0.0172
LKCP001_A549_48H:G10	TA.KD009_A549_96H:TRCN0000010238:1	0.453	-0.0585	-0.0839	-0.0561
LKCP001_A549_48H:G10	TA.KD009_A549_96H:TRCN0000040025:1	0.544	0.1039	0.1326	0.1056
LKCP001_A549_48H:G10	TA.KD009_A549_96H:TRCN0000000404:1	0.4836	-0.0379	-0.0475	-0.0366
LKCP001_A549_48H:G10	TA.KD009_A549_96H:TRCN0000010423:1	0.5184	-0.0043	-0.0129	-0.0021
LKCP001_A549_48H:G10	TA.KD009_A549_96H:TRCN0000040027:1	0.5481	0.1401	0.1473	0.1412
LKCP001_A549_48H:G10	TA.KD009_A549_96H:TRCN0000009864:1	0.546	0.1392	0.1487	0.1412
LPROT001_MCF7_6H:BRD-K77908580:2	CGS001_MCF7_144H:HDAC1:2	0.5	0.0074	-0.024	0.0054
HDAC002_MCF7_24H:BRD-K77908580-001-04-7:10	CGS001_MCF7_144H:HDAC1:2	0.5808	0.2436	0.2252	0.2457
TAA001_SHSY5Y_24H:B16	EKW001_SHSY5Y_120H:TRCN0000349638:2	0.546	0.0837	0.0969	0.0871
TAA001_SHSY5Y_24H:B16	EKW001_SHSY5Y_120H:TRCN0000004814:2	0.4315	-0.1439	-0.1573	-0.1454
TAA001_SHSY5Y_24H:B16	EKW001_SHSY5Y_120H:TRCN0000318656:2	0.4949	0.0677	0.0537	0.0681
TAA001_SHSY5Y_24H:B13	EKW001_SHSY5Y_120H:TRCN0000349638:2	0.6237	0.2674	0.3031	0.272
TAA001_SHSY5Y_24H:B13	EKW001_SHSY5Y_120H:TRCN0000004814:2	0.3773	-0.2451	-0.2918	-0.2472
TAA001_SHSY5Y_24H:B13	EKW001_SHSY5Y_120H:TRCN0000318656:2	0.5307	0.0956	0.0683	0.0961
ASG003_U2OS_48H:L06	TAK004_U2OS_96H:TRCN0000195672:1	0.4642	0.0107	-0.038	0.0099
ASG003_U2OS_48H:L06	TAK004_U2OS_96H:TRCN0000196998:1	0.4888	0.0687	0.0556	0.0667
ASG003_U2OS_48H:L06	TAK004_U2OS_96H:TRCN0000195103:1	0.5818	0.1789	0.2027	0.1777
ASG003_U2OS_48H:L06	TAK004_U2OS_96H:TRCN0000195467:1	0.4284	-0.0868	-0.1557	-0.0865
ASG002_PC3_24H:G23	EKW001_PC3_120H:TRCN0000318656:2	0.5532	0.0882	0.1092	0.0896
ASG002_PC3_24H:G23	EKW001_PC3_120H:TRCN0000004814:2	0.4305	-0.1482	-0.184	-0.148
ASG002_PC3_24H:G23	EKW001_PC3_120H:TRCN0000349638:2	0.5348	0.1095	0.1266	0.1106
ASG003_MCF7_6H:L05	CGS001_MCF7_144H:HDAC1:2	0.4663	-0.0463	-0.0857	-0.0479
ASG002_MCF7_24H:G23	CGS001_MCF7_144H:HDAC1:2	0.59	0.1852	0.2024	0.1865
ASG003_MCF7_48H:L05	CGS001_MCF7_144H:HDAC1:2	0.5665	0.2296	0.1961	0.2292
ASG003_MCF7_24H:L05	CGS001_MCF7_144H:HDAC1:2	0.5327	0.1379	0.1066	0.1382
ASG003_U2OS_6H:L04	TAK004_U2OS_96H:TRCN0000195672:1	0.5184	0.049	0.0263	0.0494
ASG003_U2OS_6H:L04	TAK004_U2OS_96H:TRCN0000196998:1	0.4939	-0.022	-0.0545	-0.021
ASG003_U2OS_6H:L04	TAK004_U2OS_96H:TRCN0000195103:1	0.4438	-0.1106	-0.1288	-0.11
ASG003_U2OS_6H:L04	TAK004_U2OS_96H:TRCN0000195467:1	0.4928	0.0311	0.0302	0.031
ASG003_MCF7_48H:L04	CGS001_MCF7_144H:HDAC1:2	0.6104	0.2231	0.2603	0.2223
ASG003_U2OS_48H:L05	TAK004_U2OS_96H:TRCN0000195672:1	0.5184	0.0733	0.0627	0.0725
ASG003_U2OS_48H:L05	TAK004_U2OS_96H:TRCN0000196998:1	0.5348	0.0971	0.0874	0.0953
ASG003_U2OS_48H:L05	TAK004_U2OS_96H:TRCN0000195103:1	0.5521	0.0971	0.1197	0.0962
ASG003_U2OS_48H:L05	TAK004_U2OS_96H:TRCN0000195467:1	0.4908	0.0352	0.0088	0.0352
ASG003_MCF7_24H:L04	CGS001_MCF7_144H:HDAC1:2	0.5603	0.2471	0.238	0.2468
ASG003_MCF7_6H:L04	CGS001_MCF7_144H:HDAC1:2	0.5327	0.1333	0.0876	0.1345
ASG002_MCF7_24H:G22	CGS001_MCF7_144H:HDAC1:2	0.5849	0.2509	0.26	0.2518
ASG003_U2OS_24H:L05	TAK004_U2OS_96H:TRCN0000195672:1	0.5112	0.0985	0.0884	0.0979
ASG003_U2OS_24H:L05	TAK004_U2OS_96H:TRCN0000196998:1	0.5399	0.0801	0.0574	0.0787
ASG003_U2OS_24H:L05	TAK004_U2OS_96H:TRCN0000195103:1	0.5573	0.08	0.1003	0.0794
ASG003_U2OS_24H:L05	TAK004_U2OS_96H:TRCN0000195467:1	0.4755	-0.0105	-0.0468	-0.0104
ASG003_U2OS_24H:L04	TAK004_U2OS_96H:TRCN0000195672:1	0.5787	0.1885	0.1897	0.1887
ASG003_U2OS_24H:L04	TAK004_U2OS_96H:TRCN0000196998:1	0.454	-0.0168	-0.0808	-0.016
ASG003_U2OS_24H:L04	TAK004_U2OS_96H:TRCN0000195103:1	0.3589	-0.2526	-0.3086	-0.2522
ASG003_U2OS_24H:L04	TAK004_U2OS_96H:TRCN0000195467:1	0.5501	0.1411	0.1479	0.141
CPC013_MCF7_24H:BRD-K77908580-001-04-7:10	CGS001_MCF7_144H:HDAC1:2	0.6022	0.2195	0.2528	0.2207
CPC014_PC3_24H:BRD-K77908580-001-05-4:10	EKW001_PC3_120H:TRCN0000318656:2	0.5327	0.063	0.0582	0.0643
CPC014_PC3_24H:BRD-K77908580-001-05-4:10	EKW001_PC3_120H:TRCN0000004814:2	0.4284	-0.1273	-0.1724	-0.1271
CPC014_PC3_24H:BRD-K77908580-001-05-4:10	EKW001_PC3_120H:TRCN0000349638:2	0.5562	0.177	0.1884	0.1779
CPC014_MCF7_24H:BRD-K77908580-001-05-4:10	CGS001_MCF7_144H:HDAC1:2	0.5521	0.1758	0.1883	0.1767
CPC013_PC3_6H:BRD-K77908580-001-04-7:10	EKW001_PC3_120H:TRCN0000318656:2	0.4755	0.0088	-0.0313	0.0111
CPC013_PC3_6H:BRD-K77908580-001-04-7:10	EKW001_PC3_120H:TRCN0000004814:2	0.4591	-0.1045	-0.1357	-0.1042
CPC013_PC3_6H:BRD-K77908580-001-04-7:10	EKW001_PC3_120H:TRCN0000349638:2	0.4969	0.034	0.0216	0.0358
MUC.CP007_MCF7_24H:I08	CGS001_MCF7_144H:HDAC1:2	0.5961	0.2007	0.2385	0.2009
MUC.CP007_MCF7_24H:I07	CGS001_MCF7_144H:HDAC1:2	0.6053	0.2466	0.2584	0.2469
REP.A022_MCF7_24H:A21	CGS001_MCF7_144H:HDAC1:2	0.5818	0.1586	0.1851	0.16
REP.A022_MCF7_24H:A19	CGS001_MCF7_144H:HDAC1:2	0.6002	0.2597	0.2572	0.2609
REP.A022_MCF7_24H:A20	CGS001_MCF7_144H:HDAC1:2	0.6033	0.2733	0.2834	0.275
LKCP002_U2OS_48H:H08	TAK004_U2OS_96H:TRCN0000195672:1	0.5501	0.0692	0.0791	0.069
LKCP002_U2OS_48H:H08	TAK004_U2OS_96H:TRCN0000196998:1	0.5133	0.0685	0.0333	0.0681
LKCP002_U2OS_48H:H08	TAK004_U2OS_96H:TRCN0000195103:1	0.4611	-0.0255	-0.045	-0.0257
LKCP002_U2OS_48H:H08	TAK004_U2OS_96H:TRCN0000195467:1	0.5031	0.0396	0.0159	0.0396
LKCP002_U2OS_6H:H09	TAK004_U2OS_96H:TRCN0000195672:1	0.5031	0.05	0.0633	0.0492
LKCP002_U2OS_6H:H09	TAK004_U2OS_96H:TRCN0000196998:1	0.5419	0.0815	0.1213	0.0795
LKCP002_U2OS_6H:H09	TAK004_U2OS_96H:TRCN0000195103:1	0.5511	0.1225	0.1279	0.1215
LKCP002_U2OS_6H:H09	TAK004_U2OS_96H:TRCN0000195467:1	0.4939	0.0038	0.0074	0.0038
LKCP002_MCF7_48H:H08	CGS001_MCF7_144H:HDAC1:2	0.6002	0.2728	0.2529	0.2733
LKCP001_U2OS_6H:M19	TAK004_U2OS_96H:TRCN0000195672:1	0.4939	0.0616	0.0072	0.0616
LKCP001_U2OS_6H:M19	TAK004_U2OS_96H:TRCN0000196998:1	0.4816	-0.0263	-0.073	-0.0263
LKCP001_U2OS_6H:M19	TAK004_U2OS_96H:TRCN0000195103:1	0.4785	-0.0067	-0.0281	-0.0067
LKCP001_U2OS_6H:M19	TAK004_U2OS_96H:TRCN0000195467:1	0.501	0.0527	0.0444	0.0527
LKCP002_MCF7_6H:H07	CGS001_MCF7_144H:HDAC1:2	0.5501	0.1513	0.1082	0.1524
LKCP002_U2OS_6H:H08	TAK004_U2OS_96H:TRCN0000195672:1	0.4898	0.0408	0.0167	0.0407
LKCP002_U2OS_6H:H08	TAK004_U2OS_96H:TRCN0000196998:1	0.502	-0.0127	-0.004	-0.0129
LKCP002_U2OS_6H:H08	TAK004_U2OS_96H:TRCN0000195103:1	0.4724	-0.0439	-0.073	-0.044
LKCP002_U2OS_6H:H08	TAK004_U2OS_96H:TRCN0000195467:1	0.5102	0.023	0.0316	0.023
LKCP002_U2OS_24H:H08	TAK004_U2OS_96H:TRCN0000195672:1	0.5204	0.0958	0.0867	0.0959
LKCP002_U2OS_24H:H08	TAK004_U2OS_96H:TRCN0000196998:1	0.5143	0.0742	0.032	0.0743
LKCP002_U2OS_24H:H08	TAK004_U2OS_96H:TRCN0000195103:1	0.4806	-0.0261	-0.0306	-0.026
LKCP002_U2OS_24H:H08	TAK004_U2OS_96H:TRCN0000195467:1	0.4898	0.0016	-0.0049	0.0016
LKCP002_U2OS_24H:H07	TAK004_U2OS_96H:TRCN0000195672:1	0.5665	0.1764	0.1825	0.1768
LKCP002_U2OS_24H:H07	TAK004_U2OS_96H:TRCN0000196998:1	0.4581	-0.0211	-0.0763	-0.0195
LKCP002_U2OS_24H:H07	TAK004_U2OS_96H:TRCN0000195103:1	0.3609	-0.3039	-0.3464	-0.3028
LKCP002_U2OS_24H:H07	TAK004_U2OS_96H:TRCN0000195467:1	0.5419	0.1523	0.1545	0.1521
LKCP002_MCF7_24H:H07	CGS001_MCF7_144H:HDAC1:2	0.5757	0.2669	0.2584	0.2671
LKCP002_MCF7_24H:H08	CGS001_MCF7_144H:HDAC1:2	0.5849	0.2019	0.1888	0.2027
LKCP002_U2OS_6H:H07	TAK004_U2OS_96H:TRCN0000195672:1	0.5	0.0398	0.0092	0.0401
LKCP002_U2OS_6H:H07	TAK004_U2OS_96H:TRCN0000196998:1	0.4673	-0.0343	-0.0769	-0.0334
LKCP002_U2OS_6H:H07	TAK004_U2OS_96H:TRCN0000195103:1	0.4458	-0.0489	-0.0807	-0.0485
LKCP002_U2OS_6H:H07	TAK004_U2OS_96H:TRCN0000195467:1	0.5051	0.0557	0.047	0.0556
LKCP001_U2OS_24H:M19	TAK004_U2OS_96H:TRCN0000195672:1	0.5746	0.1801	0.1882	0.1804
LKCP001_U2OS_24H:M19	TAK004_U2OS_96H:TRCN0000196998:1	0.4785	0.0092	-0.0424	0.0106
LKCP001_U2OS_24H:M19	TAK004_U2OS_96H:TRCN0000195103:1	0.3855	-0.2653	-0.2994	-0.2644
LKCP001_U2OS_24H:M19	TAK004_U2OS_96H:TRCN0000195467:1	0.5276	0.1277	0.1351	0.1275
LKCP002_MCF7_48H:H07	CGS001_MCF7_144H:HDAC1:2	0.6125	0.2665	0.3055	0.2654
LKCP001_MCF7_6H:M19	CGS001_MCF7_144H:HDAC1:2	0.5368	0.113	0.063	0.113
LKCP001_MCF7_48H:M19	CGS001_MCF7_144H:HDAC1:2	0.6196	0.2679	0.3036	0.2677
LKCP001_MCF7_24H:M19	CGS001_MCF7_144H:HDAC1:2	0.5828	0.2801	0.279	0.2802
PCLB003_MCF7_24H:BRD-K77908580-001-04-7:10	CGS001_MCF7_144H:HDAC1:2	0.5562	0.1778	0.1926	0.1765
PCLB003_MCF7_24H:BRD-K77908580-001-04-7:1.11	CGS001_MCF7_144H:HDAC1:2	0.4673	-0.0405	-0.0644	-0.0431
PCLB003_PC3_24H:BRD-K77908580-001-04-7:10	EKW001_PC3_120H:TRCN0000318656:2	0.5491	0.1145	0.1207	0.1151
PCLB003_PC3_24H:BRD-K77908580-001-04-7:10	EKW001_PC3_120H:TRCN0000004814:2	0.4652	-0.1021	-0.1198	-0.102
PCLB003_PC3_24H:BRD-K77908580-001-04-7:10	EKW001_PC3_120H:TRCN0000349638:2	0.5736	0.1979	0.1935	0.1983
PCLB003_MCF7_24H:BRD-K77908580-001-04-7:3.33	CGS001_MCF7_144H:HDAC1:2	0.5644	0.0863	0.1448	0.0848
CPD001_PC3_24H:BRD-K77987382-001-10-8:10	CGS001_PC3_96H:TUBA1A:2	0.5307	0.0699	0.0789	0.0711
CPC020_PC3_6H:BRD-K77987382-001-11-6:10	CGS001_PC3_96H:TUBA1A:2	0.5348	0.1154	0.1047	0.1149
CPC002_PC3_24H:BRD-K77987382-001-08-2:10	CGS001_PC3_96H:TUBA1A:2	0.5082	0.0139	0.0294	0.0143
REP.A015_PC3_24H:I01	CGS001_PC3_96H:TUBA1A:2	0.5072	0.061	0.0494	0.0611
ASG003_A549_6H:I04	TA.KD010_A549_96H:TRCN0000422093:1	0.5317	0.1141	0.115	0.1171
ASG003_A549_6H:I04	TA.KD010_A549_96H:TRCN0000426979:1	0.6247	0.3551	0.3775	0.3544
ASG003_A549_6H:I04	TA.KD010_A549_96H:TRCN0000199017:1	0.5982	0.2357	0.2328	0.2368
ASG003_A549_6H:I04	TA.KD010_A549_96H:TRCN0000418856:1	0.5818	0.1989	0.214	0.2002
ASG003_A549_6H:I04	TA.KD010_A549_96H:TRCN0000431959:1	0.5429	0.1472	0.1403	0.1484
ASG003_A549_6H:I04	TA.KD010_A549_96H:TRCN0000432650:1	0.5327	0.1419	0.132	0.1442
ASG003_A549_48H:I04	TA.KD010_A549_96H:TRCN0000422093:1	0.5297	0.1154	0.1145	0.1161
ASG003_A549_48H:I04	TA.KD010_A549_96H:TRCN0000426979:1	0.6329	0.3928	0.3983	0.3927
ASG003_A549_48H:I04	TA.KD010_A549_96H:TRCN0000199017:1	0.6063	0.2131	0.2206	0.2134
ASG003_A549_48H:I04	TA.KD010_A549_96H:TRCN0000418856:1	0.5941	0.2079	0.219	0.2082
ASG003_A549_48H:I04	TA.KD010_A549_96H:TRCN0000431959:1	0.547	0.1663	0.1655	0.1666
ASG003_A549_48H:I04	TA.KD010_A549_96H:TRCN0000432650:1	0.5532	0.1482	0.1428	0.1487
CPC014_A549_24H:BRD-K78431006-001-02-9:10	TA.KD010_A549_96H:TRCN0000422093:1	0.5399	0.1129	0.1057	0.1142
CPC014_A549_24H:BRD-K78431006-001-02-9:10	TA.KD010_A549_96H:TRCN0000426979:1	0.545	0.159	0.1599	0.1588
CPC014_A549_24H:BRD-K78431006-001-02-9:10	TA.KD010_A549_96H:TRCN0000199017:1	0.5634	0.1466	0.1771	0.1472
CPC014_A549_24H:BRD-K78431006-001-02-9:10	TA.KD010_A549_96H:TRCN0000418856:1	0.5818	0.199	0.2074	0.1996
CPC014_A549_24H:BRD-K78431006-001-02-9:10	TA.KD010_A549_96H:TRCN0000431959:1	0.5736	0.2213	0.2247	0.2218
CPC014_A549_24H:BRD-K78431006-001-02-9:10	TA.KD010_A549_96H:TRCN0000432650:1	0.4836	-0.0487	-0.0629	-0.0474
CPC014_A549_6H:BRD-K78431006-001-02-9:10	TA.KD010_A549_96H:TRCN0000422093:1	0.5041	0.0197	0.0026	0.0163
CPC014_A549_6H:BRD-K78431006-001-02-9:10	TA.KD010_A549_96H:TRCN0000426979:1	0.4785	-0.0196	-0.041	-0.0194
