drug-sample	target-sample	jaccard	pearson	spearman	cosine
CPC006_VCAP_6H:BRD-K74402642-003-01-2:10	CGS001_VCAP_120H:USP7:5	0.5174	0.1642	0.1577	0.1633
CPC006_PC3_6H:BRD-K74402642-003-01-2:10	CGS001_PC3_144H:USP7:2	0.6074	0.1918	0.2427	0.1921
ABY001_PC3_XH:BRD-K74514084:10:3	CGS001_PC3_96H:FLT1:2	0.5583	0.1353	0.1533	0.135
ABY001_PC3_XH:BRD-K74514084:10:3	CGS001_PC3_144H:FLT1:2	0.4806	0.0262	-0.011	0.0263
LPROT005_A549_6H:BRD-K74514084:40	CGS001_A549_96H:FLT1:1	0.4755	-0.0698	-0.0653	-0.0693
LPROT005_PC3_6H:BRD-K74514084:40	CGS001_PC3_96H:FLT1:2	0.5307	0.0819	0.0739	0.0829
LPROT005_PC3_6H:BRD-K74514084:40	CGS001_PC3_144H:FLT1:2	0.5174	0.0926	0.0598	0.0914
LPROT004_MCF7_6H:BRD-K74514084:40	CGS001_MCF7_96H:FLT1:2	0.4663	-0.0737	-0.0764	-0.0735
CPC014_A549_24H:BRD-K74514084-003-01-9:10	CGS001_A549_96H:FLT1:1	0.3272	-0.3366	-0.383	-0.3305
CPC014_MCF7_24H:BRD-K74514084-003-01-9:10	CGS001_MCF7_96H:FLT1:2	0.6176	0.248	0.3057	0.2473
REP.A025_HA1E_24H:I01	CGS001_HA1E_96H:FLT1:1.5	0.365	-0.2564	-0.3603	-0.2501
REP.A025_MCF7_24H:I01	CGS001_MCF7_96H:FLT1:2	0.3896	-0.1935	-0.2527	-0.1892
REP.A025_A375_24H:I01	CGS001_A375_96H:FLT1:1	0.5552	0.1242	0.16	0.1255
REP.A025_MCF7_24H:I02	CGS001_MCF7_96H:FLT1:2	0.4315	-0.0826	-0.1418	-0.0821
LKCP002_A549_48H:F13	CGS001_A549_96H:FLT1:1	0.4969	0.0042	-0.003	0.0051
PBIOA017_A549_24H:I19	CGS001_A549_96H:FLT1:1	0.5133	0.047	0.0468	0.0457
PBIOA017_PC3_24H:I19	CGS001_PC3_96H:FLT1:2	0.5143	0.0666	0.0386	0.0675
PBIOA017_PC3_24H:I19	CGS001_PC3_144H:FLT1:2	0.5859	0.1639	0.1988	0.1628
PBIOA017_A375_24H:I19	CGS001_A375_96H:FLT1:1	0.5695	0.1876	0.1986	0.1883
PBIOA017_MCF7_24H:I19	CGS001_MCF7_96H:FLT1:2	0.4806	0.035	-0.0138	0.0341
DOSVAL001_A549_24H:BRD-K74514084:10	CGS001_A549_96H:FLT1:1	0.498	0.0251	0.025	0.0216
DOSVAL001_MCF7_24H:BRD-K74514084:5	CGS001_MCF7_96H:FLT1:2	0.5879	0.1935	0.2432	0.1913
DOSVAL001_A375_24H:BRD-K74514084:10	CGS001_A375_96H:FLT1:1	0.5665	0.1812	0.2186	0.1807
DOSVAL001_HA1E_24H:BRD-K74514084:10	CGS001_HA1E_96H:FLT1:1.5	0.5051	-0.0372	-0.0464	-0.0403
DOSVAL001_MCF7_24H:BRD-K74514084:10	CGS001_MCF7_96H:FLT1:2	0.5174	0.0209	0.0174	0.0203
LPROT005_A549_6H:BRD-K74514084:40	CGS001_A549_96H:FLT4:1	0.5266	0.0576	0.0622	0.0577
CPC014_A549_24H:BRD-K74514084-003-01-9:10	CGS001_A549_96H:FLT4:1	0.6585	0.3078	0.3722	0.3089
REP.A025_A375_24H:I01	CGS001_A375_96H:FLT4:1	0.545	0.0944	0.1305	0.0905
LKCP002_A549_48H:F13	CGS001_A549_96H:FLT4:1	0.4969	0.0303	0.0128	0.0307
PBIOA017_A549_24H:I19	CGS001_A549_96H:FLT4:1	0.4918	0.07	0.0283	0.0695
PBIOA017_A375_24H:I19	CGS001_A375_96H:FLT4:1	0.6012	0.2105	0.25	0.2077
PBIOA017_HCC515_24H:I19	CGS001_HCC515_96H:FLT4:2	0.5644	0.1353	0.1483	0.1355
DOSVAL001_A549_24H:BRD-K74514084:10	CGS001_A549_96H:FLT4:1	0.5225	0.133	0.1135	0.1315
DOSVAL001_A375_24H:BRD-K74514084:10	CGS001_A375_96H:FLT4:1	0.5153	0.1125	0.1012	0.1133
ABY001_PC3_XH:BRD-K74514084:10:3	CGS001_PC3_96H:KDR:2	0.498	0.0658	0.0283	0.0659
LPROT005_PC3_6H:BRD-K74514084:40	CGS001_PC3_96H:KDR:2	0.5092	0.0957	0.0601	0.0938
LPROT004_MCF7_6H:BRD-K74514084:40	CGS001_MCF7_96H:KDR:2	0.5481	0.1209	0.1138	0.1208
CPC014_HEPG2_6H:BRD-K74514084-003-01-9:10	CGS001_HEPG2_96H:KDR:1.5	0.5286	0.0326	0.0525	0.0305
CPC014_MCF7_24H:BRD-K74514084-003-01-9:10	CGS001_MCF7_96H:KDR:2	0.3834	-0.2488	-0.2975	-0.2487
REP.A025_MCF7_24H:I01	CGS001_MCF7_96H:KDR:2	0.6442	0.3153	0.3644	0.3137
REP.A025_MCF7_24H:I02	CGS001_MCF7_96H:KDR:2	0.5838	0.191	0.2309	0.1909
PBIOA017_PC3_24H:I19	CGS001_PC3_96H:KDR:2	0.547	0.2359	0.2065	0.2339
PBIOA017_MCF7_24H:I19	CGS001_MCF7_96H:KDR:2	0.5286	0.0691	0.1039	0.0692
PBIOA017_HCC515_24H:I19	CGS001_HCC515_96H:KDR:2	0.5603	0.1901	0.1637	0.1903
PBIOA017_HEPG2_24H:I19	CGS001_HEPG2_96H:KDR:1.5	0.5235	0.0516	0.0642	0.0504
DOSVAL001_HEPG2_24H:BRD-K74514084:10	CGS001_HEPG2_96H:KDR:1.5	0.5164	0.1184	0.0932	0.1194
DOSVAL001_MCF7_24H:BRD-K74514084:5	CGS001_MCF7_96H:KDR:2	0.4172	-0.0929	-0.1589	-0.0926
DOSVAL001_MCF7_24H:BRD-K74514084:10	CGS001_MCF7_96H:KDR:2	0.4877	0.0324	-0.0036	0.0325
LPROT004_MCF7_6H:BRD-K74514084:40	CGS001_MCF7_144H:KIT:2	0.5562	0.0712	0.0808	0.0712
LPROT003_NPC_6H:BRD-K74514084:40	CGS001_NPC_96H:KIT:1.5	0.5389	0.0974	0.1108	0.1002
CPC014_NPC_24H:BRD-K74514084-003-01-9:10	CGS001_NPC_96H:KIT:1.5	0.5808	0.2034	0.2245	0.2044
CPC014_MCF7_24H:BRD-K74514084-003-01-9:10	CGS001_MCF7_144H:KIT:2	0.4243	-0.184	-0.2106	-0.1841
LJP007_ASC_24H:I08	CGS001_ASC_96H:KIT:6	0.4162	-0.1295	-0.1963	-0.1278
REP.A025_HA1E_24H:I01	CGS001_HA1E_96H:KIT:1.5	0.6084	0.2414	0.2717	0.2396
REP.A025_MCF7_24H:I01	CGS001_MCF7_144H:KIT:2	0.544	0.0692	0.0989	0.0705
REP.A025_MCF7_24H:I02	CGS001_MCF7_144H:KIT:2	0.5082	0.0274	0.046	0.0276
PBIOA017_MCF7_24H:I19	CGS001_MCF7_144H:KIT:2	0.4796	-0.0687	-0.0772	-0.069
DOSVAL001_MCF7_24H:BRD-K74514084:5	CGS001_MCF7_144H:KIT:2	0.4417	-0.1057	-0.1503	-0.1063
DOSVAL001_HA1E_24H:BRD-K74514084:10	CGS001_HA1E_96H:KIT:1.5	0.4744	0.0442	0.0239	0.0448
DOSVAL001_MCF7_24H:BRD-K74514084:10	CGS001_MCF7_144H:KIT:2	0.4611	-0.0681	-0.1027	-0.0683
ABY001_PC3_XH:BRD-K74514084:10:3	CGS001_PC3_96H:PDGFRA:2	0.5399	0.0859	0.0662	0.0858
LPROT005_A549_6H:BRD-K74514084:40	CGS001_A549_96H:PDGFRA:1	0.4663	-0.0961	-0.1118	-0.0955
LPROT005_PC3_6H:BRD-K74514084:40	CGS001_PC3_96H:PDGFRA:2	0.4959	0.0124	0.0083	0.0132
LPROT004_MCF7_6H:BRD-K74514084:40	CGS001_MCF7_144H:PDGFRA:2	0.5041	-0.0135	-0.0026	-0.0134
CPC014_A549_24H:BRD-K74514084-003-01-9:10	CGS001_A549_96H:PDGFRA:1	0.3507	-0.2761	-0.32	-0.2701
CPC014_MCF7_24H:BRD-K74514084-003-01-9:10	CGS001_MCF7_144H:PDGFRA:2	0.4571	-0.067	-0.0982	-0.0673
REP.A025_MCF7_24H:I01	CGS001_MCF7_144H:PDGFRA:2	0.5	0.0372	0.0229	0.0399
REP.A025_MCF7_24H:I02	CGS001_MCF7_144H:PDGFRA:2	0.5419	0.0632	0.0766	0.0635
LKCP002_A549_48H:F13	CGS001_A549_96H:PDGFRA:1	0.498	-0.0802	-0.0825	-0.079
PBIOA017_A549_24H:I19	CGS001_A549_96H:PDGFRA:1	0.4816	-0.1162	-0.1168	-0.117
PBIOA017_PC3_24H:I19	CGS001_PC3_96H:PDGFRA:2	0.4847	-0.029	-0.0725	-0.0282
PBIOA017_MCF7_24H:I19	CGS001_MCF7_144H:PDGFRA:2	0.4785	-0.0126	-0.0555	-0.0133
PBIOA017_HT29_24H:I19	CGS001_HT29_96H:PDGFRA:1	0.5	0.0384	0.0123	0.0379
DOSVAL001_A549_24H:BRD-K74514084:10	CGS001_A549_96H:PDGFRA:1	0.4571	-0.1284	-0.1428	-0.1313
DOSVAL001_MCF7_24H:BRD-K74514084:5	CGS001_MCF7_144H:PDGFRA:2	0.5041	0.0041	-0.026	0.0026
DOSVAL001_MCF7_24H:BRD-K74514084:10	CGS001_MCF7_144H:PDGFRA:2	0.4796	-0.0141	-0.0556	-0.0146
ABY001_PC3_XH:BRD-K74514084:10:3	CGS001_PC3_96H:PDGFRB:2	0.4775	0.0355	-0.0182	0.0355
LPROT005_PC3_6H:BRD-K74514084:40	CGS001_PC3_96H:PDGFRB:2	0.4949	0.0203	-0.0128	0.0198
PBIOA017_PC3_24H:I19	CGS001_PC3_96H:PDGFRB:2	0.4796	0.0399	-0.0388	0.0395
PBIOA017_HT29_24H:I19	CGS001_HT29_96H:PDGFRB:1	0.5368	0.0911	0.0581	0.09
CPC012_PC3_24H:BRD-K74761218-001-03-5:10	EKW001_PC3_120H:TRCN0000314976:2	0.5051	0.0523	0.042	0.0523
CPC012_PC3_24H:BRD-K74761218-001-03-5:10	EKW001_PC3_120H:TRCN0000004840:2	0.5818	0.2255	0.2383	0.2262
CPC012_PC3_24H:BRD-K74761218-001-03-5:10	CGS001_PC3_144H:HDAC6:2	0.4918	-0.031	-0.0368	-0.0303
PCL001_A549_24H:BRD-K75295174:10	CGS001_A549_96H:AURKA:1	0.5429	0.1796	0.1421	0.1785
REP.A024_PC3_24H:F23	CGS001_PC3_144H:AURKA:2	0.5961	0.2743	0.2804	0.2753
REP.A024_A375_24H:F19	CGS001_A375_96H:AURKA:1	0.6462	0.3251	0.3522	0.3266
REP.A024_PC3_24H:F22	CGS001_PC3_144H:AURKA:2	0.5153	0.0251	0.0302	0.0247
REP.A024_A375_24H:F21	CGS001_A375_96H:AURKA:1	0.5951	0.2423	0.2338	0.2437
REP.A024_PC3_24H:F20	CGS001_PC3_144H:AURKA:2	0.4172	-0.1908	-0.234	-0.1906
REP.A024_PC3_24H:F19	CGS001_PC3_144H:AURKA:2	0.3753	-0.3462	-0.3742	-0.3471
REP.A024_HT29_24H:F22	CGS001_HT29_96H:AURKA:1	0.5123	0.0317	0.0316	0.0274
REP.A024_MCF7_24H:F20	CGS001_MCF7_96H:AURKA:2	0.5787	0.2745	0.237	0.2748
REP.A024_MCF7_24H:F20	CGS001_MCF7_144H:AURKA:2	0.5215	0.1623	0.1149	0.1625
REP.A024_MCF7_24H:F23	CGS001_MCF7_96H:AURKA:2	0.6043	0.3205	0.2785	0.3206
REP.A024_MCF7_24H:F23	CGS001_MCF7_144H:AURKA:2	0.5757	0.275	0.2859	0.2751
REP.A024_A375_24H:F23	CGS001_A375_96H:AURKA:1	0.5419	0.1799	0.1509	0.1788
LKCP002_A549_6H:I10	CGS001_A549_96H:AURKA:1	0.5133	0.0595	0.0564	0.0595
MOAR006_A375_24H:P03	CGS001_A375_96H:AURKA:1	0.6595	0.367	0.4071	0.3672
MOAR006_PC3_24H:P01	CGS001_PC3_144H:AURKA:2	0.3865	-0.3006	-0.3048	-0.3002
PCLB003_A549_24H:BRD-K75295174-001-01-9:0.04	CGS001_A549_96H:AURKA:1	0.5532	0.1983	0.1734	0.1982
PCLB003_MCF7_24H:BRD-K75295174-001-01-9:3.33	CGS001_MCF7_96H:AURKA:2	0.4806	0.0374	-0.0224	0.035
PCLB003_MCF7_24H:BRD-K75295174-001-01-9:3.33	CGS001_MCF7_144H:AURKA:2	0.4346	-0.0914	-0.1448	-0.0925
PCLB003_PC3_24H:BRD-K75295174-001-01-9:10	CGS001_PC3_144H:AURKA:2	0.4254	-0.1233	-0.1521	-0.1229
PCLB003_HT29_24H:BRD-K75295174-001-01-9:1.11	CGS001_HT29_96H:AURKA:1	0.5634	0.0817	0.1362	0.08
PCLB003_PC3_24H:BRD-K75295174-001-01-9:3.33	CGS001_PC3_144H:AURKA:2	0.4949	-0.0323	-0.0263	-0.0322
PCLB003_A375_24H:BRD-K75295174-001-01-9:3.33	CGS001_A375_96H:AURKA:1	0.592	0.2214	0.2355	0.2203
PCLB003_HT29_24H:BRD-K75295174-001-01-9:10	CGS001_HT29_96H:AURKA:1	0.5644	0.1402	0.1802	0.1368
PCLB003_A375_24H:BRD-K75295174-001-01-9:10	CGS001_A375_96H:AURKA:1	0.5951	0.265	0.2921	0.2642
PCLB003_A549_24H:BRD-K75295174-001-01-9:10	CGS001_A549_96H:AURKA:1	0.5736	0.2927	0.2818	0.2927
PCLB003_A549_24H:BRD-K75295174-001-01-9:0.37	CGS001_A549_96H:AURKA:1	0.5838	0.2893	0.2824	0.289
PCLB003_A549_24H:BRD-K75295174-001-01-9:0.12	CGS001_A549_96H:AURKA:1	0.5757	0.2484	0.2493	0.248
PBIOA017_A549_24H:I13	CGS001_A549_96H:AURKA:1	0.5849	0.298	0.2671	0.298
PBIOA017_PC3_24H:I18	CGS001_PC3_144H:AURKA:2	0.5521	0.1729	0.1787	0.1742
PBIOA017_MCF7_24H:I13	CGS001_MCF7_96H:AURKA:2	0.5327	0.2384	0.1725	0.2377
PBIOA017_MCF7_24H:I13	CGS001_MCF7_144H:AURKA:2	0.501	0.1681	0.1049	0.1677
PBIOA017_A549_24H:I14	CGS001_A549_96H:AURKA:1	0.6012	0.3293	0.3204	0.3293
PBIOA017_A375_24H:I13	CGS001_A375_96H:AURKA:1	0.5327	0.1975	0.1578	0.1959
PBIOA017_PC3_24H:I13	CGS001_PC3_144H:AURKA:2	0.3916	-0.2599	-0.2866	-0.2592
PBIOA017_HT29_24H:I13	CGS001_HT29_96H:AURKA:1	0.5327	0.1151	0.1059	0.1109
PBIOA017_HT29_24H:I15	CGS001_HT29_96H:AURKA:1	0.4888	0.0526	0.0091	0.0498
PBIOA017_HT29_24H:I17	CGS001_HT29_96H:AURKA:1	0.502	0.0629	0.0398	0.0586
PBIOA017_MCF7_24H:I18	CGS001_MCF7_96H:AURKA:2	0.5532	0.2364	0.174	0.2364
PBIOA017_MCF7_24H:I18	CGS001_MCF7_144H:AURKA:2	0.5685	0.2207	0.2059	0.2207
PBIOA017_MCF7_24H:I14	CGS001_MCF7_96H:AURKA:2	0.5798	0.2686	0.2327	0.2679
PBIOA017_MCF7_24H:I14	CGS001_MCF7_144H:AURKA:2	0.5399	0.2068	0.1788	0.2064
DOSVAL004_MCF7_24H:BRD-K75295174:20	CGS001_MCF7_96H:AURKA:2	0.6646	0.434	0.4324	0.4346
DOSVAL004_MCF7_24H:BRD-K75295174:20	CGS001_MCF7_144H:AURKA:2	0.6186	0.3307	0.3283	0.3311
DOSVAL005_A375_24H:BRD-K75295174:5	CGS001_A375_96H:AURKA:1	0.6012	0.2829	0.2911	0.281
DOSVAL001_A375_24H:BRD-K75295174:10	CGS001_A375_96H:AURKA:1	0.6881	0.4401	0.4834	0.4391
DOSVAL001_MCF7_24H:BRD-K75295174:5	CGS001_MCF7_96H:AURKA:2	0.5593	0.2653	0.2244	0.2642
DOSVAL001_MCF7_24H:BRD-K75295174:5	CGS001_MCF7_144H:AURKA:2	0.5419	0.1686	0.1536	0.168
DOSVAL005_A375_24H:BRD-K75295174:10	CGS001_A375_96H:AURKA:1	0.5818	0.2314	0.2206	0.2309
DOSVAL006_A549_24H:BRD-K75295174:20	CGS001_A549_96H:AURKA:1	0.6053	0.3784	0.3603	0.3784
DOSVAL006_A375_24H:BRD-K75295174:10	CGS001_A375_96H:AURKA:1	0.6401	0.3355	0.3636	0.3352
DOSVAL006_A375_24H:BRD-K75295174:20	CGS001_A375_96H:AURKA:1	0.6237	0.3195	0.342	0.3197
DOSVAL005_A549_24H:BRD-K75295174:10	CGS001_A549_96H:AURKA:1	0.6155	0.3682	0.3633	0.368
DOSVAL002_PC3_24H:BRD-K75295174:10	CGS001_PC3_144H:AURKA:2	0.3896	-0.2305	-0.2573	-0.2322
DOSVAL001_A375_24H:BRD-K75295174:5	CGS001_A375_96H:AURKA:1	0.59	0.2239	0.2307	0.2202
DOSVAL003_A549_24H:BRD-K75295174:20	CGS001_A549_96H:AURKA:1	0.5849	0.3185	0.2953	0.3183
DOSVAL003_MCF7_24H:BRD-K75295174:20	CGS001_MCF7_96H:AURKA:2	0.6759	0.4351	0.431	0.4356
DOSVAL003_MCF7_24H:BRD-K75295174:20	CGS001_MCF7_144H:AURKA:2	0.6299	0.3466	0.3492	0.3469
REP.A022_MCF7_24H:A13	CGS001_MCF7_96H:HMGCR:2	0.593	0.1832	0.2038	0.184
REP.A022_A549_24H:A13	CGS001_A549_96H:HMGCR:1	0.5634	0.2522	0.2252	0.252
CPC006_HT29_24H:BRD-K76205745-237-05-8:160	CGS001_HT29_96H:AGTR1:1	0.6053	0.1773	0.2127	0.1796
CPC018_MCF7_6H:BRD-K76617868-003-03-6:10	CGS001_MCF7_144H:ROCK1:2	0.5256	0.0457	0.0452	0.0465
CPC018_MCF7_6H:BRD-K76617868-003-03-6:10	CGS001_MCF7_144H:ROCK2:2	0.498	-0.0057	-0.0048	-0.0085
LJP007_A549_24H:I19	CGS001_A549_96H:FLT3:1	0.365	-0.3061	-0.3677	-0.2983
CPC006_PC3_6H:BRD-K76703230-001-01-3:0.31	EKW001_PC3_120H:TRCN0000073718:2	0.5613	0.131	0.153	0.1319
CPC006_PC3_6H:BRD-K76703230-001-01-3:0.31	CGS001_PC3_144H:BIRC5:2	0.4724	-0.1313	-0.1513	-0.1327
CPC006_HT29_24H:BRD-K76703230-001-01-3:0.31	CGS001_HT29_96H:BIRC5:1	0.6626	0.4241	0.4556	0.4244
CPC006_MCF7_6H:BRD-K76703230-001-01-3:0.31	CGS001_MCF7_96H:BIRC5:2	0.5378	0.1128	0.1192	0.114
CPC006_MCF7_6H:BRD-K76703230-001-01-3:0.31	CGS001_MCF7_144H:BIRC5:2	0.544	0.0709	0.0925	0.0714
REP.A008_MCF7_24H:H17	CGS001_MCF7_96H:BIRC5:2	0.6575	0.3638	0.3849	0.3653
REP.A008_MCF7_24H:H17	CGS001_MCF7_144H:BIRC5:2	0.6472	0.3134	0.3465	0.314
REP.A008_MCF7_24H:H18	CGS001_MCF7_96H:BIRC5:2	0.5481	0.2393	0.2135	0.2396
REP.A008_MCF7_24H:H18	CGS001_MCF7_144H:BIRC5:2	0.5767	0.202	0.2118	0.2023
PBIOA016_HT29_24H:B17	CGS001_HT29_96H:BIRC5:1	0.6063	0.3381	0.334	0.3387
PBIOA016_HT29_24H:B13	CGS001_HT29_96H:BIRC5:1	0.6431	0.3617	0.3832	0.3648
PBIOA016_HT29_24H:B14	CGS001_HT29_96H:BIRC5:1	0.6636	0.4332	0.4612	0.4363
CPC015_A375_6H:BRD-K76805682-001-05-0:10	CGS001_A375_96H:GSK3B:1	0.3712	-0.2481	-0.3357	-0.2418
CPC003_HCC515_24H:BRD-K76805682-001-05-0:10	CGS001_HCC515_96H:GSK3B:2	0.5716	0.2481	0.2205	0.2428
CPC003_HA1E_24H:BRD-K76805682-001-05-0:10	CGS001_HA1E_96H:GSK3B:1.5	0.4458	-0.0861	-0.1281	-0.0859
CPC003_HCC515_6H:BRD-K76805682-001-05-0:10	CGS001_HCC515_96H:GSK3B:2	0.5245	0.1965	0.1312	0.1851
CPC013_A549_24H:BRD-K76908866-001-02-7:10	TA.KD010_A549_96H:TRCN0000039880:1	0.502	0.049	0.0156	0.0485
CPC013_A549_24H:BRD-K76908866-001-02-7:10	TA.KD010_A549_96H:TRCN0000039881:1	0.4785	-0.0078	-0.0201	-0.0079
CPC013_A549_24H:BRD-K76908866-001-02-7:10	TA.KD010_A549_96H:TRCN0000332953:1	0.4683	-0.0313	-0.0534	-0.0315
CPC013_A549_24H:BRD-K76908866-001-02-7:10	TA.KD010_A549_96H:TRCN0000382352:1	0.502	-0.0185	-0.0237	-0.0187
CPC013_A549_24H:BRD-K76908866-001-02-7:10	TA.KD010_A549_96H:TRCN0000344488:1	0.4969	0.0105	0.0083	0.0103
CPC013_A549_24H:BRD-K76908866-001-02-7:10	TA.KD010_A549_96H:TRCN0000195369:1	0.455	-0.065	-0.1121	-0.0651
CPC013_A549_24H:BRD-K76908866-001-02-7:10	TA.KD010_A549_96H:TRCN0000010343:1	0.5061	0.0016	-0.001	0.0014
CPC014_A549_24H:BRD-K77008974-001-01-6:10	CGS001_A549_96H:MTOR:1	0.6339	0.3757	0.4087	0.3728
CPC014_A549_6H:BRD-K77008974-001-01-6:10	CGS001_A549_96H:MTOR:1	0.5992	0.3379	0.3293	0.3394
CPC014_ASC_24H:BRD-K77286328-001-02-9:10	CGS001_ASC_96H:AURKB:6	0.4499	-0.0465	-0.1014	-0.0474
ASG003_A549_24H:N22	TA.KD010_A549_96H:TRCN0000121204:1	0.5481	0.1021	0.1705	0.103
ASG003_A549_24H:N22	TA.KD010_A549_96H:TRCN0000199174:1	0.4366	-0.0384	-0.1073	-0.0361
ASG003_A549_24H:N22	TA.KD010_A549_96H:TRCN0000310112:1	0.6145	0.2431	0.2738	0.244
ASG003_A549_24H:N22	TA.KD010_A549_96H:TRCN0000039634:1	0.5665	0.0725	0.1235	0.0737
ASG003_A549_24H:N22	TA.KD010_A549_96H:TRCN0000121329:1	0.5501	0.1162	0.1375	0.1179
ASG003_A549_24H:N22	TA.KD010_A549_96H:TRCN0000199100:1	0.5133	0.004	0.028	0.005
ASG003_A549_24H:N22	TA.KD010_A549_96H:TRCN0000295968:1	0.4949	-0.0236	-0.0398	-0.0208
ASG003_A549_24H:N22	TA.KD010_A549_96H:TRCN0000195303:1	0.5082	0.0278	0.0209	0.0313
ASG003_U2OS_6H:N22	TAK004_U2OS_96H:TRCN0000195303:1	0.5358	0.1015	0.1013	0.1009
ASG003_U2OS_6H:N22	TAK004_U2OS_96H:TRCN0000295968:1	0.5194	0.0181	0.0328	0.0175
ASG003_U2OS_6H:N22	TAK004_U2OS_96H:TRCN0000121068:1	0.5511	0.1577	0.1711	0.1565
ASG003_U2OS_6H:N22	TAK004_U2OS_96H:TRCN0000121202:1	0.4836	-0.0485	-0.0726	-0.0491
ASG003_U2OS_6H:N22	TAK004_U2OS_96H:TRCN0000121071:1	0.4857	-0.0797	-0.1012	-0.0804
ASG002_A549_24H:N19	TA.KD010_A549_96H:TRCN0000121204:1	0.5838	0.1304	0.2129	0.1309
ASG002_A549_24H:N19	TA.KD010_A549_96H:TRCN0000199174:1	0.4131	-0.0839	-0.181	-0.0827
ASG002_A549_24H:N19	TA.KD010_A549_96H:TRCN0000310112:1	0.6155	0.2345	0.2581	0.2351
ASG002_A549_24H:N19	TA.KD010_A549_96H:TRCN0000039634:1	0.5613	0.0852	0.1397	0.0859
ASG002_A549_24H:N19	TA.KD010_A549_96H:TRCN0000121329:1	0.5409	0.0502	0.105	0.0511
ASG002_A549_24H:N19	TA.KD010_A549_96H:TRCN0000199100:1	0.5327	0.0358	0.0691	0.0363
ASG002_A549_24H:N19	TA.KD010_A549_96H:TRCN0000295968:1	0.5	-0.0008	-0.0041	0.0006
ASG002_A549_24H:N19	TA.KD010_A549_96H:TRCN0000195303:1	0.5153	0.0506	0.0279	0.0523
ASG003_A549_6H:N22	TA.KD010_A549_96H:TRCN0000121204:1	0.5286	0.0822	0.1121	0.0822
ASG003_A549_6H:N22	TA.KD010_A549_96H:TRCN0000199174:1	0.4519	0.0058	-0.0537	0.0057
ASG003_A549_6H:N22	TA.KD010_A549_96H:TRCN0000310112:1	0.589	0.1895	0.2228	0.1894
ASG003_A549_6H:N22	TA.KD010_A549_96H:TRCN0000039634:1	0.5102	0.0212	0.0318	0.0211
ASG003_A549_6H:N22	TA.KD010_A549_96H:TRCN0000121329:1	0.5286	0.0441	0.0642	0.044
ASG003_A549_6H:N22	TA.KD010_A549_96H:TRCN0000199100:1	0.5102	-0.0201	0.006	-0.0201
ASG003_A549_6H:N22	TA.KD010_A549_96H:TRCN0000295968:1	0.4816	-0.0228	-0.0184	-0.0229
ASG003_A549_6H:N22	TA.KD010_A549_96H:TRCN0000195303:1	0.5112	-0.0251	0.0111	-0.0251
ASG003_A549_48H:N22	TA.KD010_A549_96H:TRCN0000121204:1	0.5603	0.0963	0.1476	0.0964
ASG003_A549_48H:N22	TA.KD010_A549_96H:TRCN0000199174:1	0.4366	-0.0527	-0.1117	-0.0526
ASG003_A549_48H:N22	TA.KD010_A549_96H:TRCN0000310112:1	0.59	0.1904	0.2254	0.1904
ASG003_A549_48H:N22	TA.KD010_A549_96H:TRCN0000039634:1	0.5481	0.0679	0.1064	0.068
ASG003_A549_48H:N22	TA.KD010_A549_96H:TRCN0000121329:1	0.5399	0.0838	0.1173	0.0839
ASG003_A549_48H:N22	TA.KD010_A549_96H:TRCN0000199100:1	0.5112	-0.0054	0.0205	-0.0053
ASG003_A549_48H:N22	TA.KD010_A549_96H:TRCN0000295968:1	0.5112	0.0345	0.0423	0.0346
ASG003_A549_48H:N22	TA.KD010_A549_96H:TRCN0000195303:1	0.4939	0.0196	0.017	0.0198
ASG003_U2OS_24H:N22	TAK004_U2OS_96H:TRCN0000195303:1	0.5757	0.1464	0.1786	0.1472
ASG003_U2OS_24H:N22	TAK004_U2OS_96H:TRCN0000295968:1	0.5409	0.0331	0.0783	0.0341
ASG003_U2OS_24H:N22	TAK004_U2OS_96H:TRCN0000121068:1	0.5757	0.1995	0.2408	0.2007
ASG003_U2OS_24H:N22	TAK004_U2OS_96H:TRCN0000121202:1	0.4775	-0.0306	-0.0553	-0.0295
ASG003_U2OS_24H:N22	TAK004_U2OS_96H:TRCN0000121071:1	0.502	-0.0786	-0.0589	-0.0772
REP.A025_HA1E_24H:K19	CGS001_HA1E_96H:EGFR:1.5	0.5736	0.1518	0.1907	0.1513
LKCP001_U2OS_6H:G10	TAK004_U2OS_96H:TRCN0000195303:1	0.545	0.1281	0.1291	0.1286
LKCP001_U2OS_6H:G10	TAK004_U2OS_96H:TRCN0000295968:1	0.5061	-0.0002	0.0158	0.0005
LKCP001_U2OS_6H:G10	TAK004_U2OS_96H:TRCN0000121068:1	0.5552	0.1319	0.1626	0.1328
LKCP001_U2OS_6H:G10	TAK004_U2OS_96H:TRCN0000121202:1	0.4898	-0.0082	-0.03	-0.0075
LKCP001_U2OS_6H:G10	TAK004_U2OS_96H:TRCN0000121071:1	0.5123	-0.0638	-0.0429	-0.0629
LKCP001_U2OS_24H:G10	TAK004_U2OS_96H:TRCN0000195303:1	0.5961	0.1905	0.2307	0.191
LKCP001_U2OS_24H:G10	TAK004_U2OS_96H:TRCN0000295968:1	0.5654	0.0771	0.134	0.0778
LKCP001_U2OS_24H:G10	TAK004_U2OS_96H:TRCN0000121068:1	0.5992	0.2275	0.2518	0.2284
