Sample1	Sample2	dose1uM-100uM_time24
LKCP002_A549_24H:H07	LKCP002_A549_24H:H08	0.6096
PCLB003_A549_24H:BRD-K77908580-001-04-7:3.33	PCLB003_A549_24H:BRD-K77908580-001-04-7:10	0.5326
REP.A022_A549_24H:A21	REP.A022_A549_24H:A19	0.4875
REP.A022_A549_24H:A21	REP.A022_A549_24H:A20	0.539
REP.A022_A549_24H:A19	REP.A022_A549_24H:A20	0.665
LJP008_CD34_24H:H15	LJP008_CD34_24H:H13	0.6648
REP.A022_HA1E_24H:A19	REP.A022_HA1E_24H:A20	0.9026
REP.A022_HA1E_24H:A19	REP.A022_HA1E_24H:A21	0.7613
REP.A022_HA1E_24H:A20	REP.A022_HA1E_24H:A21	0.8509
CEGS002_HIMG001_24H:B07	CEGS002_HIMG001_24H:B08	0.7703
PCLB003_HT29_24H:BRD-K77908580-001-04-7:10	PCLB003_HT29_24H:BRD-K77908580-001-04-7:1.11	0.3739
LJP008_HUVEC_24H:H14	LJP008_HUVEC_24H:H13	0.6985
ASG002_MCF7_24H:G23	ASG002_MCF7_24H:G22	0.5305
ASG003_MCF7_24H:L05	ASG003_MCF7_24H:L04	0.6209
LKCP002_MCF7_24H:H07	LKCP002_MCF7_24H:H08	0.5663
MUC.CP007_MCF7_24H:I08	MUC.CP007_MCF7_24H:I07	0.8246
PCLB003_MCF7_24H:BRD-K77908580-001-04-7:10	PCLB003_MCF7_24H:BRD-K77908580-001-04-7:1.11	0.244
PCLB003_MCF7_24H:BRD-K77908580-001-04-7:10	PCLB003_MCF7_24H:BRD-K77908580-001-04-7:3.33	0.3896
PCLB003_MCF7_24H:BRD-K77908580-001-04-7:1.11	PCLB003_MCF7_24H:BRD-K77908580-001-04-7:3.33	0.3506
REP.A022_MCF7_24H:A21	REP.A022_MCF7_24H:A19	0.562
REP.A022_MCF7_24H:A21	REP.A022_MCF7_24H:A20	0.7841
REP.A022_MCF7_24H:A19	REP.A022_MCF7_24H:A20	0.8259
REP.A022_MDAMB231_24H:A20	REP.A022_MDAMB231_24H:A19	0.7891
LJP008_NPC_24H:H13	LJP008_NPC_24H:H15	0.5674
CEGS001_NPC.170_24H:B07	CEGS001_NPC.170_24H:B09	0.9146
CEGS001_NPC.170_24H:B07	CEGS001_NPC.170_24H:B10	0.8381
CEGS001_NPC.170_24H:B09	CEGS001_NPC.170_24H:B10	0.8866
CEGS001_NPC.177_24H:B07	CEGS001_NPC.177_24H:B09	0.8874
CEGS001_NPC.215_24H:B07	CEGS001_NPC.215_24H:B08	0.9109
CEGS001_NPC.8330_24H:B09	CEGS001_NPC.8330_24H:B07	0.9101
LJP008_NPC.TAK_24H:H13	LJP008_NPC.TAK_24H:H14	0.7754
TAA001_SKNSH_24H:B14	TAA001_SKNSH_24H:B13	0.9072
ASG003_U2OS_24H:L05	ASG003_U2OS_24H:L04	0.278
LKCP002_U2OS_24H:H08	LKCP002_U2OS_24H:H07	0.3752
ASG003_WA09.AST_24H:L05	ASG003_WA09.AST_24H:L04	0.6994
ASG003_XC.L10_24H:L05	ASG003_XC.L10_24H:L04	0.7451
ASG003_XC.P026_24H:L04	ASG003_XC.P026_24H:L05	0.8485
ASG003_XC.P031_24H:L05	ASG003_XC.P031_24H:L04	0.8656
ASG003_XC.P033_24H:L05	ASG003_XC.P033_24H:L04	0.8086
ASG003_XC.P091_24H:L05	ASG003_XC.P091_24H:L04	0.8179
ASG003_XC.P901_24H:L05	ASG003_XC.P901_24H:L04	0.8611
ASG003_XC.P904_24H:L05	ASG003_XC.P904_24H:L04	0.8367
ASG003_XC.P905_24H:L05	ASG003_XC.P905_24H:L04	0.8366
ASG003_XC.P906_24H:L04	ASG003_XC.P906_24H:L05	0.8471
ASG003_XC.P908_24H:L05	ASG003_XC.P908_24H:L04	0.8185
ASG003_XC.P909_24H:L04	ASG003_XC.P909_24H:L05	0.7836
ASG003_XC.P910_24H:L04	ASG003_XC.P910_24H:L05	0.8291
ASG003_XC.P911_24H:L05	ASG003_XC.P911_24H:L04	0.8311
ASG003_XC.P912_24H:L05	ASG003_XC.P912_24H:L04	0.8248
ASG003_XC.P915_24H:L04	ASG003_XC.P915_24H:L05	0.8123
ASG003_XC.P922_24H:L05	ASG003_XC.P922_24H:L04	0.8529
ASG003_XC.P930_24H:L05	ASG003_XC.P930_24H:L04	0.8229
ASG003_XC.P932_24H:L04	ASG003_XC.P932_24H:L05	0.7755
ASG003_XC.P935_24H:L05	ASG003_XC.P935_24H:L04	0.7943
REP.A024_HA1E_24H:L08	REP.A024_HA1E_24H:L07	0.3882
REP.A024_PC3_24H:L07	REP.A024_PC3_24H:L08	0.5815
REP.A015_A375_24H:I02	REP.A015_A375_24H:I01	0.6884
LKCP002_A549_24H:F04	LKCP002_A549_24H:F05	0.6551
REP.A015_MCF7_24H:I03	REP.A015_MCF7_24H:I02	0.5197
REP.A015_MCF7_24H:I03	REP.A015_MCF7_24H:I01	0.383
REP.A015_MCF7_24H:I02	REP.A015_MCF7_24H:I01	0.6803
REP.A024_A375_24H:L13	REP.A024_A375_24H:L14	0.6592
REP.A024_PC3_24H:L14	REP.A024_PC3_24H:L13	0.567
MOAR003_A375_24H:I02	MOAR003_A375_24H:I01	0.4485
HOG003_A549_24H:BRD-K78126613-001-16-0:3.33	HOG003_A549_24H:BRD-K78126613-001-16-0:10	0.2133
REP.A025_THP1_24H:M07	REP.A025_THP1_24H:M08	0.1362
DOSVAL005_A375_24H:BRD-K78133682:20	DOSVAL005_A375_24H:BRD-K78133682:10	0.7207
DOSVAL005_HEPG2_24H:BRD-K78133682:20	DOSVAL005_HEPG2_24H:BRD-K78133682:10	0.5484
DOSVAL005_HT29_24H:BRD-K78133682:10	DOSVAL005_HT29_24H:BRD-K78133682:20	0.7525
DOSVAL005_PC3_24H:BRD-K78133682:10	DOSVAL005_PC3_24H:BRD-K78133682:5	0.5856
DOSVAL005_PC3_24H:BRD-K78133682:10	DOSVAL005_PC3_24H:BRD-K78133682:20	0.5463
DOSVAL005_PC3_24H:BRD-K78133682:5	DOSVAL005_PC3_24H:BRD-K78133682:20	0.3235
ISO002_HCT116.TP53.M_24H:L14	ISO002_HCT116.TP53.M_24H:L13	0.3982
ISO002_HCT116.WT_24H:L13	ISO002_HCT116.WT_24H:L14	0.3744
ISO002_MCF10A.BRCA1.HD_24H:L14	ISO002_MCF10A.BRCA1.HD_24H:L13	0.1937
ISO002_MCF10A.EGFR.HL_24H:L14	ISO002_MCF10A.EGFR.HL_24H:L13	0.4115
MOAR004_A375_24H:N10	MOAR004_A375_24H:N11	0.4846
MOAR004_PC3_24H:N11	MOAR004_PC3_24H:N10	0.3334
MOAR003_A375_24H:K11	MOAR003_A375_24H:K10	0.4512
PCLB003_HT29_24H:BRD-K78431006-001-05-2:10	PCLB003_HT29_24H:BRD-K78431006-001-05-2:3.33	0.3935
REP.A024_HT29_24H:N02	REP.A024_HT29_24H:N01	0.655
AICHI002_K562_24H:L14	AICHI002_K562_24H:L13	0.8218
PCLB003_MCF7_24H:BRD-K78431006-001-05-2:3.33	PCLB003_MCF7_24H:BRD-K78431006-001-05-2:10	0.4339
AICHI002_OCILY19_24H:L13	AICHI002_OCILY19_24H:L14	0.1873
PCLB003_PC3_24H:BRD-K78431006-001-05-2:10	PCLB003_PC3_24H:BRD-K78431006-001-05-2:3.33	0.4063
LJP005_SKBR3_24H:A20	LJP005_SKBR3_24H:A19	0.1772
AICHI002_TMD8_24H:L13	AICHI002_TMD8_24H:L14	-0.0615
MOAR019_A375_24H:M01	MOAR019_A375_24H:M13	0.7518
CPC005_A549_24H:BRD-K78599730-001-03-4:10	CPC005_A549_24H:BRD-K78599730-001-02-6:10	0.5029
CPC005_PC3_24H:BRD-K78599730-001-02-6:10	CPC005_PC3_24H:BRD-K78599730-001-03-4:10	0.8843
REP.A024_MCF10A_24H:N14	REP.A024_MCF10A_24H:N13	0.8107
REP.A024_MCF10A_24H:N14	REP.A024_MCF10A_24H:N15	0.5743
REP.A024_MCF10A_24H:N13	REP.A024_MCF10A_24H:N15	0.4569
ASG003_WA09.AST_24H:P11	ASG003_WA09.AST_24H:P10	0.9252
ASG003_XC.P026_24H:P10	ASG003_XC.P026_24H:P11	0.9488
ASG003_XC.P906_24H:P11	ASG003_XC.P906_24H:P10	0.9389
ASG003_XC.P910_24H:P11	ASG003_XC.P910_24H:P10	0.9584
ASG003_XC.P915_24H:P11	ASG003_XC.P915_24H:P10	0.9327
CRCGN015_MCF10A.WT.HP_24H:BRD-K78679331:100.968	CRCGN015_MCF10A.WT.HP_24H:BRD-K78679331:33.6559	-0.0309
MOA001_U2OS_24H:E21	MOA001_U2OS_24H:F21	0.5587
REP.A025_HA1E_24H:P01	REP.A025_HA1E_24H:P02	0.6388
LJP008_HELA_24H:M14	LJP008_HELA_24H:M13	0.1598
LCP001_MCF10A.WT_24H:L08	LCP001_MCF10A.WT_24H:L07	0.5233
NMH002_NPC_24H:BRD-K79254416-001-12-7:10	NMH002_NPC_24H:BRD-K79254416-001-11-9:10	0.4631
LJP008_NPC.CAS9_24H:M15	LJP008_NPC.CAS9_24H:M13	0.4149
LJP008_NPC.TAK_24H:M13	LJP008_NPC.TAK_24H:M14	0.2845
LJP009_NPC.CAS9_24H:H21	LJP009_NPC.CAS9_24H:H19	-0.087
LJP009_NPC.CAS9_24H:H21	LJP009_NPC.CAS9_24H:H20	0.2498
LJP009_NPC.CAS9_24H:H19	LJP009_NPC.CAS9_24H:H20	0.0934
LJP009_NPC.TAK_24H:H20	LJP009_NPC.TAK_24H:H19	0.3182
LJP009_SKL.C_24H:H19	LJP009_SKL.C_24H:H20	0.3572
REP.A024_PC3_24H:P01	REP.A024_PC3_24H:P03	0.3345
LRS001_PHH.MGH_24H:J07	LRS001_PHH.MGH_24H:J08	0.5576
ERG004_VCAP_24H:BRD-K79826210-001-01-3:30	ERG004_VCAP_24H:BRD-K79826210-001-01-3:10	0.4425
REP.A021_HA1E_24H:A13	REP.A021_HA1E_24H:A14	0.4415
CRCGN015_MCF10A.WT.HP_24H:BRD-K80400967:33.4876	CRCGN015_MCF10A.WT.HP_24H:BRD-K80400967:100.463	0.3908
PBIOA015_HA1E_24H:P21	PBIOA015_HA1E_24H:P19	0.6425
REP.A022_HA1E_24H:N14	REP.A022_HA1E_24H:N13	0.3229
KTOX002_HPTEC_24H:BRD-K80863915:3.2	KTOX002_HPTEC_24H:BRD-K80863915:100	0.3779
MOAR006_A375_24H:I08	MOAR006_A375_24H:I07	0.6459
MOAR006_A375_24H:I08	MOAR006_A375_24H:I09	0.0552
MOAR006_A375_24H:I07	MOAR006_A375_24H:I09	-0.0891
MOAR006_PC3_24H:I08	MOAR006_PC3_24H:I07	0.6203
ABY001_A375_XH:BRD-K81418486:10:24	ABY001_A375_XH:BRD-K81418486:2.5:24	0.8211
DOSBIO001_A375_24H:BRD-K81418486:1.11111	DOSBIO001_A375_24H:BRD-K81418486:3.33333	0.3685
DOSBIO001_A375_24H:BRD-K81418486:1.11111	DOSBIO001_A375_24H:BRD-K81418486:10	0.254
DOSBIO001_A375_24H:BRD-K81418486:3.33333	DOSBIO001_A375_24H:BRD-K81418486:10	0.6877
DOSBIO002_A375_24H:BRD-K81418486:1.11111	DOSBIO002_A375_24H:BRD-K81418486:3.33333	0.4368
DOSBIO002_A375_24H:BRD-K81418486:1.11111	DOSBIO002_A375_24H:BRD-K81418486:10	0.2599
DOSBIO002_A375_24H:BRD-K81418486:3.33333	DOSBIO002_A375_24H:BRD-K81418486:10	0.661
PCLB002_A375_24H:BRD-K81418486:10	PCLB002_A375_24H:BRD-K81418486:3.33	0.6105
ABY001_A549_XH:BRD-K81418486:10:24	ABY001_A549_XH:BRD-K81418486:2.5:24	0.8062
ASG003_A549_24H:F05	ASG003_A549_24H:F04	0.4728
CPC007_A549_24H:BRD-K81418486-001-21-0:10	CPC007_A549_24H:BRD-K81418486:10	0.9445
CRCGN005_A549_24H:BRD-K81418486:6.66667	CRCGN005_A549_24H:BRD-K81418486:10	0.9449
CRCGN005_A549_24H:BRD-K81418486:6.66667	CRCGN005_A549_24H:BRD-K81418486:2.22	0.8468
CRCGN005_A549_24H:BRD-K81418486:10	CRCGN005_A549_24H:BRD-K81418486:2.22	0.8419
CRCGN006_A549_24H:BRD-K81418486:10	CRCGN006_A549_24H:BRD-K81418486:2.22	0.8526
CRCGN007_A549_24H:BRD-K81418486:2.22	CRCGN007_A549_24H:BRD-K81418486:10	0.8274
CRCGN007_A549_24H:BRD-K81418486:2.22	CRCGN007_A549_24H:BRD-K81418486:6.66667	0.8437
CRCGN007_A549_24H:BRD-K81418486:10	CRCGN007_A549_24H:BRD-K81418486:6.66667	0.9305
DOSBIO001_A549_24H:BRD-K81418486:3.33333	DOSBIO001_A549_24H:BRD-K81418486:10	0.6675
DOSBIO002_A549_24H:BRD-K81418486:1.11111	DOSBIO002_A549_24H:BRD-K81418486:10	0.2379
DOSBIO002_A549_24H:BRD-K81418486:1.11111	DOSBIO002_A549_24H:BRD-K81418486:3.33333	0.4189
DOSBIO002_A549_24H:BRD-K81418486:10	DOSBIO002_A549_24H:BRD-K81418486:3.33333	0.6728
DOSVAL001_A549_24H:BRD-K81418486:5	DOSVAL001_A549_24H:BRD-K81418486:10	0.8973
HOG001_A549_24H:BRD-K81418486-001-32-7:10	HOG001_A549_24H:BRD-K81418486-001-32-7:1.11	0.4316
HOG002_A549_24H:BRD-K81418486-001-32-7:10	HOG002_A549_24H:BRD-K81418486-001-32-7:3.33	0.8419
HOG002_A549_24H:BRD-K81418486-001-32-7:10	HOG002_A549_24H:BRD-K81418486-001-32-7:1.11	0.4355
HOG002_A549_24H:BRD-K81418486-001-32-7:3.33	HOG002_A549_24H:BRD-K81418486-001-32-7:1.11	0.6302
HOG003_A549_24H:BRD-K81418486-001-32-7:1.11	HOG003_A549_24H:BRD-K81418486-001-32-7:3.33	0.629
MOA001_A549_24H:O11	MOA001_A549_24H:P11	0.5289
MOA001_A549_24H:O11	MOA001_A549_24H:O12	0.8565
MOA001_A549_24H:P11	MOA001_A549_24H:O12	0.7266
EMU001_BJAB_24H:O01	EMU001_BJAB_24H:O02	0.5394
DOSVAL005_HA1E_24H:BRD-K81418486:10	DOSVAL005_HA1E_24H:BRD-K81418486:5	0.8989
PCLB002_HA1E_24H:BRD-K81418486:3.33	PCLB002_HA1E_24H:BRD-K81418486:10	0.5986
PCLB002_HA1E_24H:BRD-K81418486:3.33	PCLB002_HA1E_24H:BRD-K81418486:1.11	0.6703
PCLB002_HA1E_24H:BRD-K81418486:10	PCLB002_HA1E_24H:BRD-K81418486:1.11	0.3897
AICHI002_HBL1_24H:G14	AICHI002_HBL1_24H:G13	0.4753
DOSVAL001_HCC515_24H:BRD-K81418486:10	DOSVAL001_HCC515_24H:BRD-K81418486:5	0.8527
DOSVAL003_HCC515_24H:BRD-K81418486:5	DOSVAL003_HCC515_24H:BRD-K81418486:20	0.88
DOSVAL006_HCC515_24H:BRD-K81418486:20	DOSVAL006_HCC515_24H:BRD-K81418486:10	0.9216
DOSVAL006_HCC515_24H:BRD-K81418486:20	DOSVAL006_HCC515_24H:BRD-K81418486:5	0.8806
DOSVAL006_HCC515_24H:BRD-K81418486:10	DOSVAL006_HCC515_24H:BRD-K81418486:5	0.8839
PCLB002_HCC515_24H:BRD-K81418486:1.11	PCLB002_HCC515_24H:BRD-K81418486:3.33	0.6163
PCLB002_HCC515_24H:BRD-K81418486:1.11	PCLB002_HCC515_24H:BRD-K81418486:10	0.4351
PCLB002_HCC515_24H:BRD-K81418486:3.33	PCLB002_HCC515_24H:BRD-K81418486:10	0.6372
ABY001_HEPG2_XH:BRD-K81418486:10:24	ABY001_HEPG2_XH:BRD-K81418486:2.5:24	0.8356
CRCGN005_HEPG2_24H:BRD-K81418486:2.22	CRCGN005_HEPG2_24H:BRD-K81418486:10	0.8479
CRCGN006_HEPG2_24H:BRD-K81418486:6.66667	CRCGN006_HEPG2_24H:BRD-K81418486:10	0.9478
CRCGN006_HEPG2_24H:BRD-K81418486:6.66667	CRCGN006_HEPG2_24H:BRD-K81418486:2.22	0.8398
CRCGN006_HEPG2_24H:BRD-K81418486:10	CRCGN006_HEPG2_24H:BRD-K81418486:2.22	0.8126
CRCGN007_HEPG2_24H:BRD-K81418486:6.66667	CRCGN007_HEPG2_24H:BRD-K81418486:2.22	0.8851
CRCGN009_HEPG2_24H:BRD-K81418486:20.0136	CRCGN009_HEPG2_24H:BRD-K81418486:10.0068	0.9232
CRCGN009_HEPG2_24H:BRD-K81418486:20.0136	CRCGN009_HEPG2_24H:BRD-K81418486:2.5017	0.7605
CRCGN009_HEPG2_24H:BRD-K81418486:20.0136	CRCGN009_HEPG2_24H:BRD-K81418486:5.0034	0.8662
CRCGN009_HEPG2_24H:BRD-K81418486:10.0068	CRCGN009_HEPG2_24H:BRD-K81418486:2.5017	0.8025
CRCGN009_HEPG2_24H:BRD-K81418486:10.0068	CRCGN009_HEPG2_24H:BRD-K81418486:5.0034	0.891
CRCGN009_HEPG2_24H:BRD-K81418486:2.5017	CRCGN009_HEPG2_24H:BRD-K81418486:5.0034	0.8752
CRCGN010_HEPG2_24H:BRD-K81418486:5.0034	CRCGN010_HEPG2_24H:BRD-K81418486:1.25085	0.7558
CRCGN012_HEPG2_24H:BRD-K81418486:2.5017	CRCGN012_HEPG2_24H:BRD-K81418486:5.0034	0.8662
CRCGN012_HEPG2_24H:BRD-K81418486:2.5017	CRCGN012_HEPG2_24H:BRD-K81418486:1.25085	0.8471
CRCGN012_HEPG2_24H:BRD-K81418486:5.0034	CRCGN012_HEPG2_24H:BRD-K81418486:1.25085	0.7516
DOSVAL001_HEPG2_24H:BRD-K81418486:10	DOSVAL001_HEPG2_24H:BRD-K81418486:5	0.848
DOSVAL003_HEPG2_24H:BRD-K81418486:10	DOSVAL003_HEPG2_24H:BRD-K81418486:5	0.9363
POL001_HEPG2_24H:O03	POL001_HEPG2_24H:O02	0.7029
POL001_HEPG2_24H:O03	POL001_HEPG2_24H:O01	0.4716
POL001_HEPG2_24H:O02	POL001_HEPG2_24H:O01	0.8527
DOSBIO001_HT29_24H:BRD-K81418486:10	DOSBIO001_HT29_24H:BRD-K81418486:1.11111	0.313
DOSBIO001_HT29_24H:BRD-K81418486:10	DOSBIO001_HT29_24H:BRD-K81418486:3.33333	0.672
DOSBIO001_HT29_24H:BRD-K81418486:1.11111	DOSBIO001_HT29_24H:BRD-K81418486:3.33333	0.4698
DOSBIO002_HT29_24H:BRD-K81418486:3.33333	DOSBIO002_HT29_24H:BRD-K81418486:10	0.647
DOSBIO002_HT29_24H:BRD-K81418486:3.33333	DOSBIO002_HT29_24H:BRD-K81418486:1.11111	0.4266
DOSBIO002_HT29_24H:BRD-K81418486:10	DOSBIO002_HT29_24H:BRD-K81418486:1.11111	0.2904
PCLB002_HT29_24H:BRD-K81418486:1.11	PCLB002_HT29_24H:BRD-K81418486:3.33	0.6334
POL001_HT29_24H:O02	POL001_HT29_24H:O01	0.8305
LJP008_HUVEC_24H:G07	LJP008_HUVEC_24H:G08	0.627
POL001_JURKAT_24H:O03	POL001_JURKAT_24H:O01	0.6484
POL001_JURKAT_24H:O03	POL001_JURKAT_24H:O02	0.7848
POL001_JURKAT_24H:O01	POL001_JURKAT_24H:O02	0.8905
AICHI001_K562_24H:G13	AICHI001_K562_24H:G14	0.793
AICHI002_K562_24H:G13	AICHI002_K562_24H:G14	0.7419
EMU001_K562_24H:O02	EMU001_K562_24H:O01	0.8791
EMU001_KMS34_24H:O02	EMU001_KMS34_24H:O01	0.8235
LCP001_MCF10A.KRAS.HG_24H:N23	LCP001_MCF10A.KRAS.HG_24H:N22	0.8523
CRCGN016_MCF10A.TP53.M_24H:BRD-K81418486:10	CRCGN016_MCF10A.TP53.M_24H:BRD-K81418486:1.11111	0.7615
CRCGN016_MCF10A.TP53.M_24H:BRD-K81418486:10	CRCGN016_MCF10A.TP53.M_24H:BRD-K81418486:3.33333	0.8698
CRCGN016_MCF10A.TP53.M_24H:BRD-K81418486:1.11111	CRCGN016_MCF10A.TP53.M_24H:BRD-K81418486:3.33333	0.9134
CRCGN017_MCF10A.TP53.M_24H:BRD-K81418486:10	CRCGN017_MCF10A.TP53.M_24H:BRD-K81418486:3.33333	0.8649
CRCGN015_MCF10A.WT.HP_24H:BRD-K81418486:1.11111	CRCGN015_MCF10A.WT.HP_24H:BRD-K81418486:10	0.8124
CRCGN015_MCF10A.WT.HP_24H:BRD-K81418486:1.11111	CRCGN015_MCF10A.WT.HP_24H:BRD-K81418486:3.33333	0.9289
CRCGN015_MCF10A.WT.HP_24H:BRD-K81418486:10	CRCGN015_MCF10A.WT.HP_24H:BRD-K81418486:3.33333	0.8943
CRCGN016_MCF10A.WT.HP_24H:BRD-K81418486:3.33333	CRCGN016_MCF10A.WT.HP_24H:BRD-K81418486:10	0.8912
ASG003_MCF7_24H:F04	ASG003_MCF7_24H:F05	0.4895
DOSBIO001_MCF7_24H:BRD-K81418486:3.33333	DOSBIO001_MCF7_24H:BRD-K81418486:1.11111	0.5005
DOSBIO002_MCF7_24H:BRD-K81418486:3.33333	DOSBIO002_MCF7_24H:BRD-K81418486:10	0.61
DOSVAL001_MCF7_24H:BRD-K81418486:5	DOSVAL001_MCF7_24H:BRD-K81418486:10	0.8464
DOSVAL002_MCF7_24H:BRD-K81418486:5	DOSVAL002_MCF7_24H:BRD-K81418486:20	0.8466
DOSVAL003_MCF7_24H:BRD-K81418486:10	DOSVAL003_MCF7_24H:BRD-K81418486:5	0.876
DOSVAL005_MCF7_24H:BRD-K81418486:5	DOSVAL005_MCF7_24H:BRD-K81418486:10	0.8919
HOG001_MCF7_24H:BRD-K81418486-001-32-7:10	HOG001_MCF7_24H:BRD-K81418486-001-32-7:1.11	0.3979
HOG001_MCF7_24H:BRD-K81418486-001-32-7:10	HOG001_MCF7_24H:BRD-K81418486-001-32-7:3.33	0.7423
HOG001_MCF7_24H:BRD-K81418486-001-32-7:1.11	HOG001_MCF7_24H:BRD-K81418486-001-32-7:3.33	0.5752
HOG002_MCF7_24H:BRD-K81418486-001-32-7:3.33	HOG002_MCF7_24H:BRD-K81418486-001-32-7:10	0.7565
HOG002_MCF7_24H:BRD-K81418486-001-32-7:3.33	HOG002_MCF7_24H:BRD-K81418486-001-32-7:1.11	0.6121
HOG002_MCF7_24H:BRD-K81418486-001-32-7:10	HOG002_MCF7_24H:BRD-K81418486-001-32-7:1.11	0.4026
HOG003_MCF7_24H:BRD-K81418486-001-32-7:3.33	HOG003_MCF7_24H:BRD-K81418486-001-32-7:10	0.6763
HOG003_MCF7_24H:BRD-K81418486-001-32-7:3.33	HOG003_MCF7_24H:BRD-K81418486-001-32-7:1.11	0.6239
HOG003_MCF7_24H:BRD-K81418486-001-32-7:10	HOG003_MCF7_24H:BRD-K81418486-001-32-7:1.11	0.4224
MUC.CP005_MCF7_24H:BRD-K81418486-001-13-7:10	MUC.CP005_MCF7_24H:BRD-K81418486-001-13-7:3.3333	0.7717
MUC.CP005_MCF7_24H:BRD-K81418486-001-13-7:10	MUC.CP005_MCF7_24H:BRD-K81418486-001-22-8:10	0.7766
MUC.CP005_MCF7_24H:BRD-K81418486-001-13-7:10	MUC.CP005_MCF7_24H:BRD-K81418486-001-13-7:1.1111	0.4871
MUC.CP005_MCF7_24H:BRD-K81418486-001-13-7:3.3333	MUC.CP005_MCF7_24H:BRD-K81418486-001-22-8:10	0.5915
MUC.CP005_MCF7_24H:BRD-K81418486-001-13-7:3.3333	MUC.CP005_MCF7_24H:BRD-K81418486-001-13-7:1.1111	0.5473
MUC.CP005_MCF7_24H:BRD-K81418486-001-22-8:10	MUC.CP005_MCF7_24H:BRD-K81418486-001-13-7:1.1111	0.4106
MUC.CP006_MCF7_24H:BRD-K81418486-001-13-7:3.3333	MUC.CP006_MCF7_24H:BRD-K81418486-001-13-7:10	0.7952
MUC.CP006_MCF7_24H:BRD-K81418486-001-13-7:3.3333	MUC.CP006_MCF7_24H:BRD-K81418486-001-13-7:1.1111	0.5976
MUC.CP006_MCF7_24H:BRD-K81418486-001-13-7:10	MUC.CP006_MCF7_24H:BRD-K81418486-001-13-7:1.1111	0.4773
PCLB002_MCF7_24H:BRD-K81418486:3.33	PCLB002_MCF7_24H:BRD-K81418486:10	0.5284
POL001_MCF7_24H:O01	POL001_MCF7_24H:O02	0.7461
POL001_MCF7_24H:O01	POL001_MCF7_24H:O03	0.4488
POL001_MCF7_24H:O02	POL001_MCF7_24H:O03	0.6998
AICHI001_NALM6_24H:G14	AICHI001_NALM6_24H:G13	0.7485
EMU001_NALM6_24H:O01	EMU001_NALM6_24H:O02	0.8061
MUC.CP001_NKDBA_24H:BRD-K81418486-001-13-7:10	MUC.CP001_NKDBA_24H:BRD-K81418486-001-13-7:1.1111	0.4143
DOSBIO001_NPC_24H:BRD-K81418486:1.11111	DOSBIO001_NPC_24H:BRD-K81418486:3.33333	0.5678
DOSBIO002_NPC_24H:BRD-K81418486:10	DOSBIO002_NPC_24H:BRD-K81418486:3.33333	0.7282
DOSBIO002_NPC_24H:BRD-K81418486:10	DOSBIO002_NPC_24H:BRD-K81418486:1.11111	0.3603
DOSBIO002_NPC_24H:BRD-K81418486:3.33333	DOSBIO002_NPC_24H:BRD-K81418486:1.11111	0.5778
LJP008_NPC_24H:G08	LJP008_NPC_24H:G07	0.691
CEGS001_NPC.179_24H:C22	CEGS001_NPC.179_24H:C21	0.879
CEGS001_NPC.179_24H:C22	CEGS001_NPC.179_24H:C20	0.7866
CEGS001_NPC.179_24H:C21	CEGS001_NPC.179_24H:C20	0.9302
CEGS001_NPC.215_24H:C20	CEGS001_NPC.215_24H:C21	0.9292
CEGS001_NPC.215_24H:C20	CEGS001_NPC.215_24H:C19	0.935
CEGS001_NPC.215_24H:C20	CEGS001_NPC.215_24H:C22	0.7821
CEGS001_NPC.215_24H:C21	CEGS001_NPC.215_24H:C19	0.8558
CEGS001_NPC.215_24H:C21	CEGS001_NPC.215_24H:C22	0.8874
CEGS001_NPC.215_24H:C19	CEGS001_NPC.215_24H:C22	0.6624
CEGS001_NPC.8330_24H:C21	CEGS001_NPC.8330_24H:C19	0.8619
CEGS001_NPC.8330_24H:C21	CEGS001_NPC.8330_24H:C20	0.93
CEGS001_NPC.8330_24H:C19	CEGS001_NPC.8330_24H:C20	0.959
LJP008_NPC.CAS9_24H:G07	LJP008_NPC.CAS9_24H:G09	0.4646
EMU001_OCILY10_24H:O02	EMU001_OCILY10_24H:O01	0.7282
AICHI002_OCILY19_24H:G14	AICHI002_OCILY19_24H:G13	0.7369
EMU001_OCILY19_24H:O02	EMU001_OCILY19_24H:O01	0.7516
DOSBIO001_PC3_24H:BRD-K81418486:10	DOSBIO001_PC3_24H:BRD-K81418486:1.11111	0.3337
DOSBIO001_PC3_24H:BRD-K81418486:10	DOSBIO001_PC3_24H:BRD-K81418486:3.33333	0.6534
DOSBIO001_PC3_24H:BRD-K81418486:1.11111	DOSBIO001_PC3_24H:BRD-K81418486:3.33333	0.4889
DOSBIO002_PC3_24H:BRD-K81418486:10	DOSBIO002_PC3_24H:BRD-K81418486:3.33333	0.6304
DOSBIO002_PC3_24H:BRD-K81418486:10	DOSBIO002_PC3_24H:BRD-K81418486:1.11111	0.2936
DOSBIO002_PC3_24H:BRD-K81418486:3.33333	DOSBIO002_PC3_24H:BRD-K81418486:1.11111	0.4738
DOSVAL001_PC3_24H:BRD-K81418486:5	DOSVAL001_PC3_24H:BRD-K81418486:10	0.888
DOSVAL002_PC3_24H:BRD-K81418486:20	DOSVAL002_PC3_24H:BRD-K81418486:5	0.7948
DOSVAL005_PC3_24H:BRD-K81418486:20	DOSVAL005_PC3_24H:BRD-K81418486:5	0.8636
