Sample1	Sample2	dose1uM-100uM_time24
ERG014_PC3_24H:BRD-K81418486-001-15-2:10	ERG014_PC3_24H:BRD-K81418486-001-15-2:2	0.6452
POL001_PC3_24H:O01	POL001_PC3_24H:O02	0.8053
POL001_PC3_24H:O01	POL001_PC3_24H:O03	0.5598
POL001_PC3_24H:O02	POL001_PC3_24H:O03	0.7507
ABY001_SKBR3_XH:BRD-K81418486:10:24	ABY001_SKBR3_XH:BRD-K81418486:2.5:24	0.8269
AICHI001_SKMEL5_24H:G14	AICHI001_SKMEL5_24H:G13	0.7636
EMU001_SKMEL5_24H:O01	EMU001_SKMEL5_24H:O02	0.8031
TAA001_SKNSH_24H:N15	TAA001_SKNSH_24H:C21	0.8041
TAA001_SKNSH_24H:N15	TAA001_SKNSH_24H:C20	0.7765
TAA001_SKNSH_24H:C21	TAA001_SKNSH_24H:C20	0.7601
AICHI002_THP1_24H:G13	AICHI002_THP1_24H:G14	0.6499
EMU001_THP1_24H:O02	EMU001_THP1_24H:O01	0.842
AICHI002_TMD8_24H:G13	AICHI002_TMD8_24H:G14	0.6261
EMU001_TMD8_24H:O01	EMU001_TMD8_24H:O02	0.8087
MOA001_U2OS_24H:P11	MOA001_U2OS_24H:O11	0.7019
MOA001_U2OS_24H:P11	MOA001_U2OS_24H:O12	0.7973
MOA001_U2OS_24H:O11	MOA001_U2OS_24H:O12	0.9315
ERG004_VCAP_24H:BRD-K81418486-001-15-2:10	ERG004_VCAP_24H:BRD-K81418486-001-15-2:30	0.9324
ERG005_VCAP_24H:BRD-K81418486-001-15-2:5	ERG005_VCAP_24H:BRD-K81418486-001-15-2:20	0.8011
ERG005_VCAP_24H:BRD-K81418486-001-15-2:5	ERG005_VCAP_24H:BRD-K81418486-001-15-2:1	0.6902
ERG005_VCAP_24H:BRD-K81418486-001-15-2:20	ERG005_VCAP_24H:BRD-K81418486-001-15-2:1	0.3735
ERG010_VCAP_24H:BRD-K81418486-001-15-2:2	ERG010_VCAP_24H:BRD-K81418486-001-15-2:10	0.6664
ERG011_VCAP_24H:BRD-K81418486-001-15-2:2	ERG011_VCAP_24H:BRD-K81418486-001-15-2:10	0.544
ASG003_WA09.AST_24H:F05	ASG003_WA09.AST_24H:F04	0.4192
ASG003_XC.L10_24H:F04	ASG003_XC.L10_24H:F05	0.439
ASG003_XC.P031_24H:F04	ASG003_XC.P031_24H:F05	0.602
ASG003_XC.P033_24H:F04	ASG003_XC.P033_24H:F05	0.5988
ASG003_XC.P091_24H:F05	ASG003_XC.P091_24H:F04	0.5385
ASG003_XC.P901_24H:F04	ASG003_XC.P901_24H:F05	0.6464
ASG003_XC.P905_24H:F05	ASG003_XC.P905_24H:F04	0.6375
ASG003_XC.P906_24H:F05	ASG003_XC.P906_24H:F04	0.6411
ASG003_XC.P908_24H:F05	ASG003_XC.P908_24H:F04	0.6469
ASG003_XC.P909_24H:F04	ASG003_XC.P909_24H:F05	0.5776
ASG003_XC.P911_24H:F04	ASG003_XC.P911_24H:F05	0.6373
ASG003_XC.P912_24H:F04	ASG003_XC.P912_24H:F05	0.6029
ASG003_XC.P914_24H:F04	ASG003_XC.P914_24H:F05	0.5051
ASG003_XC.P915_24H:F05	ASG003_XC.P915_24H:F04	0.4948
ASG003_XC.P930_24H:F04	ASG003_XC.P930_24H:F05	0.4536
ASG003_XC.P932_24H:F04	ASG003_XC.P932_24H:F05	0.4263
ASG003_XC.P935_24H:F05	ASG003_XC.P935_24H:F04	0.4495
ERG012_VCAP_24H:M10	ERG012_VCAP_24H:M09	0.5748
MOAR004_A375_24H:B10	MOAR004_A375_24H:B11	0.4944
PBIOA017_A375_24H:A19	PBIOA017_A375_24H:A20	0.4838
REP.A021_A375_24H:C07	REP.A021_A375_24H:C08	0.4514
REP.A021_HA1E_24H:C07	REP.A021_HA1E_24H:C08	0.5287
REP.A021_HELA_24H:C07	REP.A021_HELA_24H:C08	0.5253
REP.A021_JURKAT_24H:C07	REP.A021_JURKAT_24H:C08	0.4695
AICHI001_KMS34_24H:M02	AICHI001_KMS34_24H:M01	0.5344
PBIOA017_MCF7_24H:A19	PBIOA017_MCF7_24H:A21	0.3346
PBIOA017_MCF7_24H:A19	PBIOA017_MCF7_24H:A20	0.5327
PBIOA017_MCF7_24H:A21	PBIOA017_MCF7_24H:A20	0.5241
AICHI001_OCILY19_24H:M01	AICHI001_OCILY19_24H:M02	0.3525
AICHI001_OCILY3_24H:M02	AICHI001_OCILY3_24H:M01	0.6456
MOAR004_PC3_24H:B10	MOAR004_PC3_24H:B11	0.6952
PBIOA017_PC3_24H:A20	PBIOA017_PC3_24H:A19	0.6052
REP.A021_PC3_24H:C07	REP.A021_PC3_24H:C09	0.3192
AICHI001_TMD8_24H:M01	AICHI001_TMD8_24H:M02	0.1991
PBIOA012_XC.L10_24H:L05	PBIOA012_XC.L10_24H:L04	0.4687
REP.A021_YAPC_24H:C07	REP.A021_YAPC_24H:C08	-0.0832
DOSVAL001_A375_24H:BRD-K81473043:10	DOSVAL001_A375_24H:BRD-K81473043:5	0.7958
PBIOA017_HT29_24H:A14	PBIOA017_HT29_24H:A13	0.9169
MUC.CP008_P1A82_24H:F13	MUC.CP008_P1A82_24H:F14	0.913
DOSVAL001_PC3_24H:BRD-K81473043:10	DOSVAL001_PC3_24H:BRD-K81473043:5	0.6986
PBIOA020_A375_24H:M13	PBIOA020_A375_24H:M14	0.4883
PBIOA020_HA1E_24H:M14	PBIOA020_HA1E_24H:M13	0.4803
PBIOA020_HCC515_24H:M13	PBIOA020_HCC515_24H:M14	0.4657
PCLB003_A549_24H:BRD-K81528515-001-01-3:1.11	PCLB003_A549_24H:BRD-K81528515-001-01-3:3.33	0.2623
PCLB003_A549_24H:BRD-K81528515-001-01-3:1.11	PCLB003_A549_24H:BRD-K81528515-001-01-3:10	-0.0349
PCLB003_A549_24H:BRD-K81528515-001-01-3:3.33	PCLB003_A549_24H:BRD-K81528515-001-01-3:10	-0.0121
LJP005_HA1E_24H:N14	LJP005_HA1E_24H:N13	0.3301
REP.A021_HA1E_24H:C13	REP.A021_HA1E_24H:C14	0.1024
PCLB003_HCC515_24H:BRD-K81528515-001-01-3:10	PCLB003_HCC515_24H:BRD-K81528515-001-01-3:3.33	0.2217
PBIOA022_HEPG2_24H:A09	PBIOA022_HEPG2_24H:A08	0.2848
LJP005_HS578T_24H:N14	LJP005_HS578T_24H:N13	0.6045
PCLB003_PC3_24H:BRD-K81528515-001-01-3:3.33	PCLB003_PC3_24H:BRD-K81528515-001-01-3:10	0.1071
PBIOA008_XC.R10_24H:L13	PBIOA008_XC.R10_24H:L15	0.2271
PBIOA022_A375_24H:D13	PBIOA022_A375_24H:D14	0.1292
CEGS001_NPC.170_24H:D19	CEGS001_NPC.170_24H:D20	0.4906
CEGS001_NPC.179_24H:D20	CEGS001_NPC.179_24H:D19	0.7476
CEGS001_NPC.215_24H:D20	CEGS001_NPC.215_24H:D19	0.823
CEGS001_NPC.8330_24H:D19	CEGS001_NPC.8330_24H:D21	0.0874
REP.A021_MCF7_24H:E13	REP.A021_MCF7_24H:E14	0.6051
MOAR019_A375_24H:H02	MOAR019_A375_24H:H14	0.8447
MOAR019_A375_24H:E01	MOAR019_A375_24H:E13	0.8703
REP.A020_A375_24H:H20	REP.A020_A375_24H:H19	0.4984
REP.A020_A549_24H:H20	REP.A020_A549_24H:H21	0.382
REP.A020_A549_24H:H20	REP.A020_A549_24H:H19	0.4036
REP.A020_A549_24H:H21	REP.A020_A549_24H:H19	0.2725
REP.A020_HA1E_24H:H20	REP.A020_HA1E_24H:H19	0.6518
REP.A020_HELA_24H:H20	REP.A020_HELA_24H:H19	0.4846
REP.A020_HUVEC.A_24H:H19	REP.A020_HUVEC.A_24H:H20	0.6698
LJP008_NPC_24H:F01	LJP008_NPC_24H:F03	0.385
LJP008_NPC.CAS9_24H:F02	LJP008_NPC.CAS9_24H:F01	0.5577
REP.A020_PC3_24H:H20	REP.A020_PC3_24H:H19	0.5627
REP.A020_YAPC_24H:H20	REP.A020_YAPC_24H:H19	0.5154
CVD001_HEPG2_24H:BRD-K82987299-003-01-8:2.5	CVD001_HEPG2_24H:BRD-K82987299-003-01-8:10	0.2334
PBIOA020_HA1E_24H:I02	PBIOA020_HA1E_24H:I01	0.4929
MOAR004_PC3_24H:F01	MOAR004_PC3_24H:F02	0.4124
POL001_JURKAT_24H:A20	POL001_JURKAT_24H:A19	0.409
PCLB003_A375_24H:BRD-K83493571-001-02-7:1.11	PCLB003_A375_24H:BRD-K83493571-001-02-7:3.33	0.2149
PCLB003_HT29_24H:BRD-K83493571-001-02-7:10	PCLB003_HT29_24H:BRD-K83493571-001-02-7:1.11	-0.0552
ERAM001_MCF7_24H:BRD-K83582713:13.35	ERAM001_MCF7_24H:BRD-K83582713:20.02	0.6203
PCLB002_HCC515_24H:BRD-K83694683:3.33	PCLB002_HCC515_24H:BRD-K83694683:10	0.4163
CVD001_HEPG2_24H:BRD-K83694683-001-01-7:2.4921	CVD001_HEPG2_24H:BRD-K83694683-001-01-7:9.9684	0.6472
CVD001_HUH7_24H:BRD-K83694683-001-01-7:2.4921	CVD001_HUH7_24H:BRD-K83694683-001-01-7:9.9684	0.6907
PCLB002_PC3_24H:BRD-K83694683:10	PCLB002_PC3_24H:BRD-K83694683:3.33	0.5577
CVD001_PHH_24H:BRD-K83694683-001-01-7:2.4921	CVD001_PHH_24H:BRD-K83694683-001-01-7:9.9684	0.3794
REP.A021_A549_24H:I01	REP.A021_A549_24H:I02	0.6781
REP.A021_HT29_24H:I03	REP.A021_HT29_24H:I01	0.758
REP.A021_HT29_24H:I03	REP.A021_HT29_24H:I02	0.819
REP.A021_HT29_24H:I01	REP.A021_HT29_24H:I02	0.792
REP.A021_A549_24H:I07	REP.A021_A549_24H:I08	0.4217
REP.A021_HT29_24H:I09	REP.A021_HT29_24H:I08	0.2575
REP.A021_PC3_24H:I08	REP.A021_PC3_24H:I07	0.2787
REP.A021_YAPC_24H:I08	REP.A021_YAPC_24H:I07	0.3574
REP.A021_JURKAT_24H:J07	REP.A021_JURKAT_24H:J08	0.8993
REP.A021_A549_24H:I14	REP.A021_A549_24H:I13	0.4431
LJP009_NPC_24H:D20	LJP009_NPC_24H:D19	0.4613
LJP009_CD34_24H:C02	LJP009_CD34_24H:C01	0.5564
REP.A021_PC3_24H:J20	REP.A021_PC3_24H:J19	0.6362
CPC007_A375_24H:BRD-K84203638-001-05-3:10	CPC007_A375_24H:BRD-K84203638-019-03-0:10	0.906
CPC007_HT29_24H:BRD-K84203638-001-05-3:10	CPC007_HT29_24H:BRD-K84203638-019-03-0:10	0.7782
CVD001_HEPG2_24H:BRD-K84595254-001-03-0:1.2361	CVD001_HEPG2_24H:BRD-K84595254-001-03-0:4.9444	0.9095
CVD001_HUH7_24H:BRD-K84595254-001-03-0:1.2361	CVD001_HUH7_24H:BRD-K84595254-001-03-0:4.9444	0.8345
CVD001_PHH_24H:BRD-K84595254-001-03-0:4.9444	CVD001_PHH_24H:BRD-K84595254-001-03-0:1.2361	0.3611
LRS001_PHH.MGH_24H:J23	LRS001_PHH.MGH_24H:J24	0.5386
MOAR019_A375_24H:D16	MOAR019_A375_24H:D04	0.6228
PCLB002_A375_24H:BRD-K84937637:10	PCLB002_A375_24H:BRD-K84937637:3.33	0.4899
PCLB002_HCC515_24H:BRD-K84937637:10	PCLB002_HCC515_24H:BRD-K84937637:3.33	0.6163
PCLB002_HCC515_24H:BRD-K84937637:10	PCLB002_HCC515_24H:BRD-K84937637:1.11	0.6315
PCLB002_HCC515_24H:BRD-K84937637:3.33	PCLB002_HCC515_24H:BRD-K84937637:1.11	0.6911
PCLB002_HEPG2_24H:BRD-K84937637:10	PCLB002_HEPG2_24H:BRD-K84937637:3.33	0.6329
CEGS001_NPC.8330_24H:I14	CEGS001_NPC.8330_24H:I13	0.6737
ISO002_HCT116.TP53.M_24H:I13	ISO002_HCT116.TP53.M_24H:I14	0.7625
ISO002_MCF10A.BRCA1.HD_24H:I14	ISO002_MCF10A.BRCA1.HD_24H:I13	0.7983
ISO002_MCF10A.EGFR.HL_24H:I14	ISO002_MCF10A.EGFR.HL_24H:I13	0.849
DOSVAL001_HCC515_24H:BRD-K85095987:9.95632	DOSVAL001_HCC515_24H:BRD-K85095987:4.97816	0.3738
REP.A016_A375_24H:M02	REP.A016_A375_24H:M03	0.7618
REP.A016_A375_24H:M02	REP.A016_A375_24H:M01	0.7724
REP.A016_A375_24H:M03	REP.A016_A375_24H:M01	0.6804
REP.A016_HA1E_24H:M03	REP.A016_HA1E_24H:M01	0.5029
REP.A016_HA1E_24H:M03	REP.A016_HA1E_24H:M02	0.627
REP.A016_HA1E_24H:M01	REP.A016_HA1E_24H:M02	0.6876
REP.A016_HELA_24H:M03	REP.A016_HELA_24H:M01	0.4015
REP.A016_MCF10A_24H:M03	REP.A016_MCF10A_24H:M02	0.5521
REP.A016_MCF10A_24H:M03	REP.A016_MCF10A_24H:M01	0.4192
REP.A016_MCF10A_24H:M02	REP.A016_MCF10A_24H:M01	0.7065
REP.A016_MCF7_24H:M03	REP.A016_MCF7_24H:M02	0.4901
REP.A016_MCF7_24H:M03	REP.A016_MCF7_24H:M01	0.3911
REP.A016_MCF7_24H:M02	REP.A016_MCF7_24H:M01	0.6698
REP.A016_PC3_24H:M01	REP.A016_PC3_24H:M02	0.697
REP.A016_PC3_24H:M01	REP.A016_PC3_24H:M03	0.4586
REP.A016_PC3_24H:M02	REP.A016_PC3_24H:M03	0.6217
LJP005_HT29_24H:E21	LJP005_HT29_24H:E19	0.0382
LJP005_SKBR3_24H:E19	LJP005_SKBR3_24H:E20	0.305
REP.A021_HA1E_24H:M19	REP.A021_HA1E_24H:M20	0.6141
REP.A021_HELA_24H:M19	REP.A021_HELA_24H:M20	0.5763
ABY001_HEPG2_XH:BRD-K85606544:2.5:24	ABY001_HEPG2_XH:BRD-K85606544:10:24	0.4598
ABY001_SKBR3_XH:BRD-K85606544:2.5:24	ABY001_SKBR3_XH:BRD-K85606544:10:24	0.4281
REP.A020_HELA_24H:F02	REP.A020_HELA_24H:F01	0.5616
REP.A020_HT29_24H:F01	REP.A020_HT29_24H:F02	0.9296
REP.A020_HUVEC.A_24H:F02	REP.A020_HUVEC.A_24H:F01	0.7963
REP.A020_MCF10A_24H:F02	REP.A020_MCF10A_24H:F03	0.8441
CVD001_PHH_24H:BRD-K85985071-001-16-5:10	CVD001_PHH_24H:BRD-K85985071-001-16-5:2.5	0.545
REP.A020_A375_24H:F13	REP.A020_A375_24H:F15	0.523
PBIOA016_HEPG2_24H:I20	PBIOA016_HEPG2_24H:I19	0.594
REP.A020_MCF7_24H:F14	REP.A020_MCF7_24H:F13	0.7185
DOSVAL005_HEPG2_24H:BRD-K86354270:20	DOSVAL005_HEPG2_24H:BRD-K86354270:10	0.4181
MOAR006_A375_24H:E06	MOAR006_A375_24H:E04	0.8498
REP.A021_A375_24H:P07	REP.A021_A375_24H:P08	0.7079
PBIOA016_A549_24H:I08	PBIOA016_A549_24H:I07	0.5896
REP.A021_A549_24H:P07	REP.A021_A549_24H:P08	0.7543
REP.A021_HA1E_24H:P09	REP.A021_HA1E_24H:P08	0.7991
PBIOA016_HCC515_24H:I07	PBIOA016_HCC515_24H:I08	0.8189
PBIOA016_HCC515_24H:I07	PBIOA016_HCC515_24H:I09	0.3878
PBIOA016_HCC515_24H:I08	PBIOA016_HCC515_24H:I09	0.563
REP.A021_HELA_24H:P07	REP.A021_HELA_24H:P08	0.4089
PBIOA016_HEPG2_24H:I07	PBIOA016_HEPG2_24H:I08	0.5199
PBIOA016_HT29_24H:I09	PBIOA016_HT29_24H:I07	0.3304
REP.A021_HT29_24H:P08	REP.A021_HT29_24H:P09	0.6947
REP.A021_MDAMB231_24H:P08	REP.A021_MDAMB231_24H:P07	0.8809
MOAR006_PC3_24H:E04	MOAR006_PC3_24H:E05	0.7518
REP.A021_THP1_24H:P07	REP.A021_THP1_24H:P08	0.8556
REP.A021_THP1_24H:P07	REP.A021_THP1_24H:P09	0.6566
REP.A021_THP1_24H:P08	REP.A021_THP1_24H:P09	0.7457
PBIOA004_XC.R10_24H:I19	PBIOA004_XC.R10_24H:I20	0.7128
PBIOA004_XC.R10_24H:I19	PBIOA004_XC.R10_24H:I21	0.4054
PBIOA004_XC.R10_24H:I20	PBIOA004_XC.R10_24H:I21	0.4978
REP.A021_YAPC_24H:P07	REP.A021_YAPC_24H:P09	0.5104
REP.A021_YAPC_24H:P07	REP.A021_YAPC_24H:P08	0.7099
REP.A021_YAPC_24H:P09	REP.A021_YAPC_24H:P08	0.5937
CVD001_HUH7_24H:BRD-K86574132-001-04-9:12	CVD001_HUH7_24H:BRD-K86574132-001-04-9:48	0.6762
POL001_MCF7_24H:B14	POL001_MCF7_24H:B13	0.554
CVD001_PHH_24H:BRD-K86574132-001-04-9:48	CVD001_PHH_24H:BRD-K86574132-001-04-9:12	0.4554
REP.A021_A375_24H:O14	REP.A021_A375_24H:O15	0.8084
LJP008_CD34_24H:J08	LJP008_CD34_24H:J07	0.8034
REP.A021_HA1E_24H:O15	REP.A021_HA1E_24H:O14	0.8385
LJP008_HUVEC_24H:J07	LJP008_HUVEC_24H:J09	0.5911
REP.A021_JURKAT_24H:O14	REP.A021_JURKAT_24H:O15	0.8059
REP.A021_MCF7_24H:O14	REP.A021_MCF7_24H:O15	0.7278
REP.A021_MDAMB231_24H:O14	REP.A021_MDAMB231_24H:O15	0.7869
LJP008_NPC_24H:J08	LJP008_NPC_24H:J07	0.8149
LJP008_NPC_24H:J08	LJP008_NPC_24H:J09	0.8678
LJP008_NPC_24H:J07	LJP008_NPC_24H:J09	0.6876
LJP008_NPC.TAK_24H:J09	LJP008_NPC.TAK_24H:J08	0.8464
LJP008_NPC.TAK_24H:J09	LJP008_NPC.TAK_24H:J07	0.7128
LJP008_NPC.TAK_24H:J08	LJP008_NPC.TAK_24H:J07	0.8516
REP.A021_PC3_24H:O14	REP.A021_PC3_24H:O15	0.7609
LJP008_SKL_24H:J08	LJP008_SKL_24H:J07	0.8461
REP.A021_YAPC_24H:O14	REP.A021_YAPC_24H:O15	0.7792
LJP008_NPC.TAK_24H:M08	LJP008_NPC.TAK_24H:M09	0.3999
LJP008_NPC.TAK_24H:M08	LJP008_NPC.TAK_24H:M07	0.0648
LJP008_NPC.TAK_24H:M09	LJP008_NPC.TAK_24H:M07	0.0095
LJP008_THP1_24H:M09	LJP008_THP1_24H:M07	0.1039
REP.A020_MCF7_24H:E21	REP.A020_MCF7_24H:E19	0.466
REP.A020_HA1E_24H:F20	REP.A020_HA1E_24H:F19	0.4763
REP.A020_HELA_24H:F19	REP.A020_HELA_24H:F20	0.3698
REP.A020_HUVEC.A_24H:F19	REP.A020_HUVEC.A_24H:F20	0.6931
REP.A020_MCF7_24H:F19	REP.A020_MCF7_24H:F20	0.4356
DOSVAL001_HA1E_24H:BRD-K87125912:10.0169	DOSVAL001_HA1E_24H:BRD-K87125912:2.50421	0.1741
DOSVAL005_HT29_24H:BRD-K87125912:20	DOSVAL005_HT29_24H:BRD-K87125912:10	0.8178
MOAR005_A375_24H:O02	MOAR005_A375_24H:O01	0.5809
MOAR005_A375_24H:O02	MOAR005_A375_24H:O03	0.6451
MOAR005_A375_24H:O01	MOAR005_A375_24H:O03	0.3211
MOAR005_PC3_24H:O01	MOAR005_PC3_24H:O02	0.6016
MOAR002_A375_24H:P01	MOAR002_A375_24H:P03	0.5303
PBIOA021_A549_24H:C08	PBIOA021_A549_24H:C07	0.5662
PBIOA021_HA1E_24H:C09	PBIOA021_HA1E_24H:C07	0.356
PBIOA021_HA1E_24H:C09	PBIOA021_HA1E_24H:C08	0.6043
PBIOA021_HA1E_24H:C07	PBIOA021_HA1E_24H:C08	0.5159
PBIOA021_HEPG2_24H:C08	PBIOA021_HEPG2_24H:C07	0.6902
LJP005_HS578T_24H:P07	LJP005_HS578T_24H:P08	0.3607
REP.A026_HT29_24H:B13	REP.A026_HT29_24H:B14	0.4408
LCP001_MCF10A.WT_24H:G04	LCP001_MCF10A.WT_24H:G06	0.3002
LCP001_MCF10A.WT_24H:G04	LCP001_MCF10A.WT_24H:G05	0.6549
LCP001_MCF10A.WT_24H:G06	LCP001_MCF10A.WT_24H:G05	0.3774
LJP005_MCF7_24H:P07	LJP005_MCF7_24H:P08	0.4453
PBIOA021_MCF7_24H:C09	PBIOA021_MCF7_24H:C08	0.7203
PBIOA021_MCF7_24H:C09	PBIOA021_MCF7_24H:C07	0.5422
PBIOA021_MCF7_24H:C08	PBIOA021_MCF7_24H:C07	0.6079
CRCGN005_HEPG2_24H:BRD-K87827419:6.66667	CRCGN005_HEPG2_24H:BRD-K87827419:20	0.4161
LJP009_NPC.CAS9_24H:F21	LJP009_NPC.CAS9_24H:F20	0.4952
LKCP002_A549_24H:P23	LKCP002_A549_24H:P22	0.9367
POL001_HEPG2_24H:J02	POL001_HEPG2_24H:J03	0.9281
REP.A026_HT29_24H:B21	REP.A026_HT29_24H:B20	0.8167
ASG002_MCF7_24H:F05	ASG002_MCF7_24H:F04	0.0262
ASG003_WA09.AST_24H:J20	ASG003_WA09.AST_24H:J19	0.9131
ASG003_XC.P935_24H:J20	ASG003_XC.P935_24H:J19	0.9052
CRCGN012_HEPG2_24H:BRD-K88135829:10.2292	CRCGN012_HEPG2_24H:BRD-K88135829:20.4584	0.6311
DOSVAL002_A375_24H:BRD-K88378636:5	DOSVAL002_A375_24H:BRD-K88378636:10	0.6025
DOSVAL005_A375_24H:BRD-K88378636:10	DOSVAL005_A375_24H:BRD-K88378636:5	0.6803
DOSVAL006_A375_24H:BRD-K88378636:5	DOSVAL006_A375_24H:BRD-K88378636:10	0.6426
PCL001_A375_24H:BRD-K88378636:10	PCL001_A375_24H:BRD-K88378636:1.11	0.5436
DOSVAL004_A549_24H:BRD-K88378636:5	DOSVAL004_A549_24H:BRD-K88378636:10	0.3436
DOSVAL005_A549_24H:BRD-K88378636:10	DOSVAL005_A549_24H:BRD-K88378636:5	0.3002
ERAM001_A549_24H:BRD-K88378636:13.33	ERAM001_A549_24H:BRD-K88378636:5.93	0.3382
ERAM001_A549_24H:BRD-K88378636:13.33	ERAM001_A549_24H:BRD-K88378636:8.89	0.7925
ERAM001_A549_24H:BRD-K88378636:13.33	ERAM001_A549_24H:BRD-K88378636:2.63	0.2564
ERAM001_A549_24H:BRD-K88378636:13.33	ERAM001_A549_24H:BRD-K88378636:3.95	0.2065
ERAM001_A549_24H:BRD-K88378636:5.93	ERAM001_A549_24H:BRD-K88378636:8.89	0.3807
ERAM001_A549_24H:BRD-K88378636:5.93	ERAM001_A549_24H:BRD-K88378636:2.63	0.5092
ERAM001_A549_24H:BRD-K88378636:5.93	ERAM001_A549_24H:BRD-K88378636:3.95	0.712
ERAM001_A549_24H:BRD-K88378636:8.89	ERAM001_A549_24H:BRD-K88378636:2.63	0.2585
ERAM001_A549_24H:BRD-K88378636:8.89	ERAM001_A549_24H:BRD-K88378636:3.95	0.2031
ERAM001_A549_24H:BRD-K88378636:2.63	ERAM001_A549_24H:BRD-K88378636:3.95	0.6866
ERBB2001_XC_24H:BRD-K88378636:10	ERBB2001_A549_24H:BRD-K88378636:10	0.6231
ERBB2002_A549_24H:BRD-K88378636:10	ERBB2002_XC_24H:BRD-K88378636:10	0.5678
HOG001_A549_24H:BRD-K88378636-001-02-8:10	HOG001_A549_24H:BRD-K88378636-001-02-8:3.33	0.4707
HOG002_A549_24H:BRD-K88378636-001-02-8:10	HOG002_A549_24H:BRD-K88378636-001-02-8:3.33	0.4347
HOG003_A549_24H:BRD-K88378636-001-02-8:10	HOG003_A549_24H:BRD-K88378636-001-02-8:1.11	0.2116
HOG003_A549_24H:BRD-K88378636-001-02-8:10	HOG003_A549_24H:BRD-K88378636-001-02-8:3.33	0.4246
HOG003_A549_24H:BRD-K88378636-001-02-8:1.11	HOG003_A549_24H:BRD-K88378636-001-02-8:3.33	0.4156
LJP005_BT20_24H:G13	LJP005_BT20_24H:G15	0.0639
LJP005_BT20_24H:G13	LJP005_BT20_24H:G14	0.5799
LJP005_BT20_24H:G15	LJP005_BT20_24H:G14	0.2843
LJP005_HA1E_24H:G13	LJP005_HA1E_24H:G14	0.7905
LJP005_HA1E_24H:G13	LJP005_HA1E_24H:G15	0.3254
LJP005_HA1E_24H:G14	LJP005_HA1E_24H:G15	0.3664
LJP006_HA1E_24H:G13	LJP006_HA1E_24H:G14	0.7759
PCL001_HA1E_24H:BRD-K88378636:1.11	PCL001_HA1E_24H:BRD-K88378636:3.33	0.4736
DOSVAL002_HCC515_24H:BRD-K88378636:5	DOSVAL002_HCC515_24H:BRD-K88378636:10	0.656
DOSVAL004_HCC515_24H:BRD-K88378636:10	DOSVAL004_HCC515_24H:BRD-K88378636:5	0.6605
LJP005_HCC515_24H:G13	LJP005_HCC515_24H:G14	0.4346
PCL001_HCC515_24H:BRD-K88378636:1.11	PCL001_HCC515_24H:BRD-K88378636:3.33	0.4073
PCL001_HCC515_24H:BRD-K88378636:1.11	PCL001_HCC515_24H:BRD-K88378636:10	0.3379
PCL001_HCC515_24H:BRD-K88378636:3.33	PCL001_HCC515_24H:BRD-K88378636:10	0.5756
CRCGN009_HEPG2_24H:BRD-K88378636:1.24974	CRCGN009_HEPG2_24H:BRD-K88378636:4.99896	0.4716
CRCGN009_HEPG2_24H:BRD-K88378636:1.24974	CRCGN009_HEPG2_24H:BRD-K88378636:2.49948	0.6035
CRCGN009_HEPG2_24H:BRD-K88378636:4.99896	CRCGN009_HEPG2_24H:BRD-K88378636:2.49948	0.4741
CRCGN010_HEPG2_24H:BRD-K88378636:2.49948	CRCGN010_HEPG2_24H:BRD-K88378636:1.24974	0.5115
CRCGN010_HEPG2_24H:BRD-K88378636:2.49948	CRCGN010_HEPG2_24H:BRD-K88378636:4.99896	0.7298
CRCGN010_HEPG2_24H:BRD-K88378636:1.24974	CRCGN010_HEPG2_24H:BRD-K88378636:4.99896	0.4106
CRCGN012_HEPG2_24H:BRD-K88378636:2.49948	CRCGN012_HEPG2_24H:BRD-K88378636:4.99896	0.5497
CRCGN012_HEPG2_24H:BRD-K88378636:2.49948	CRCGN012_HEPG2_24H:BRD-K88378636:1.24974	0.6379
CRCGN012_HEPG2_24H:BRD-K88378636:4.99896	CRCGN012_HEPG2_24H:BRD-K88378636:1.24974	0.3557
CRCGN013_HEPG2_24H:BRD-K88378636:4.99896	CRCGN013_HEPG2_24H:BRD-K88378636:1.24974	0.5042
DOSVAL002_HEPG2_24H:BRD-K88378636:10	DOSVAL002_HEPG2_24H:BRD-K88378636:5	0.7938
DOSVAL005_HEPG2_24H:BRD-K88378636:5	DOSVAL005_HEPG2_24H:BRD-K88378636:10	0.7227
POL001_HEPG2_24H:P02	POL001_HEPG2_24H:P03	0.4695
POL001_HEPG2_24H:P02	POL001_HEPG2_24H:P01	0.4828
POL001_HEPG2_24H:P03	POL001_HEPG2_24H:P01	0.3248
LUNG001_HFL1_24H:BRD-K88378636:1.11	LUNG001_HFL1_24H:BRD-K88378636:3.33	0.4338
LJP005_HS578T_24H:G15	LJP005_HS578T_24H:G13	0.1867
LJP005_HS578T_24H:G15	LJP005_HS578T_24H:G14	0.4322
LJP005_HS578T_24H:G13	LJP005_HS578T_24H:G14	0.5217
LJP006_HS578T_24H:G13	LJP006_HS578T_24H:G15	0.2187
LJP006_HS578T_24H:G13	LJP006_HS578T_24H:G14	0.5604
LJP006_HS578T_24H:G15	LJP006_HS578T_24H:G14	0.4039
DOSVAL003_HT29_24H:BRD-K88378636:5	DOSVAL003_HT29_24H:BRD-K88378636:10	0.6891
